T_oa,T_ia,T_sky,I,h_co,T_SE
272.15,293.15,246.06037773617288,449.7852166299914,32.72813333333333,24.53373908890862
272.15,293.15,246.09078759330254,398.8375705757053,33.2172,21.75477657685665
272.15,293.15,246.121105361032,379.47013911070434,33.706266666666664,20.698371224220235
272.15,293.15,246.1513316838508,384.92238261726675,34.19533333333333,20.995766324578184
272.15,293.15,246.18146719947006,364.78178743189676,34.6844,19.897188405376184
272.06666666666666,293.15,246.10194072863263,344.44674888556517,33.98573333333333,18.78800448466719
271.9833333333333,293.15,246.02221809045412,323.9293026315223,33.28706666666667,17.66887105262849
271.9,293.15,245.94230119311217,303.2301871183814,32.5884,16.53982838827535
271.81666666666666,293.15,245.86219192184325,273.59306316242083,31.889733333333332,14.9232579906775
271.7333333333333,293.15,245.7818921394029,244.4826652655692,31.191066666666668,13.335418105394684
271.65,293.15,245.70140368651533,216.0875768666711,30.4924,11.786595101818422
271.56666666666666,293.15,245.62072838231092,188.07849025090053,29.723866666666666,10.258826740958211
271.4833333333333,293.15,245.53986802475518,160.55657968676115,28.955333333333336,8.75763161927788
271.4,293.15,245.45882439106748,133.36696046642828,28.1868,7.274561479986997
271.31666666666666,293.15,245.37759923812905,112.76841439003508,27.418266666666668,6.15100442127464
271.2333333333333,293.15,245.29619430288298,93.58458254729524,26.64973333333333,5.104613593488831
271.15,293.15,245.21461130272462,73.68169957376,25.8812,4.019001794932364
271.06666666666666,293.15,245.1328519358827,40.00054785082993,25.182533333333332,2.1818480645907234
270.9833333333333,293.15,245.05091788179263,21.027316749692012,24.483866666666668,1.1469445499832007
270.9,293.15,244.96881080146116,0.0,23.7852,0.0
270.81666666666666,293.15,244.88653233782244,0.0,23.086533333333335,0.0
270.7333333333333,293.15,244.80408411608707,0.0,22.387866666666667,0.0
270.65,293.15,244.72146774408301,0.0,21.6892,0.0
270.5833333333333,293.15,244.66067030670106,0.0,21.339866666666666,0.0
270.51666666666665,293.15,244.59971691274902,0.0,20.99053333333333,0.0
270.45,293.15,244.53860886831245,0.0,20.641199999999998,0.0
270.3833333333333,293.15,244.47734746491955,0.0,20.291866666666664,0.0
270.31666666666666,293.15,244.41593397979725,0.0,19.942533333333333,0.0
270.25,293.15,244.35436967612165,0.0,19.5932,0.0
270.16666666666663,293.15,244.27063720441143,0.0,19.174,0.0
270.0833333333333,293.15,244.1867483227229,0.0,18.7548,0.0
270.0,293.15,244.1027044980893,0.0,18.3356,0.0
269.91666666666663,293.15,244.01850718313636,0.0,17.9164,0.0
269.8333333333333,293.15,243.9341578163525,0.0,17.4972,0.0
269.75,293.15,243.84965782235307,0.0,17.078,0.0
269.68333333333334,293.15,243.78704284424356,0.0,16.728666666666665,0.0
269.6166666666666,293.15,243.72428711610053,0.0,16.37933333333333,0.0
269.54999999999995,293.15,243.6613917829019,0.0,16.03,0.0
269.4833333333333,293.15,243.59835797785925,0.0,15.680666666666664,0.0
269.41666666666663,293.15,243.53518682261677,0.0,15.331333333333333,0.0
269.34999999999997,293.15,243.47187942744546,0.0,14.982,0.0
269.3833333333333,293.15,243.50355008606934,0.0,15.261466666666667,0.0
269.41666666666663,293.15,243.53518682261677,0.0,15.540933333333331,0.0
269.45,293.15,243.5667894993568,0.0,15.8204,0.0
269.4833333333333,293.15,243.59835797785925,0.0,16.099866666666664,0.0
269.51666666666665,293.15,243.62989211898952,0.0,16.379333333333335,0.0
269.54999999999995,293.15,243.6613917829019,0.0,16.6588,0.0
269.5833333333333,293.15,243.69285682903404,0.0,16.8684,0.0
269.6166666666666,293.15,243.72428711610053,0.0,17.078,0.0
269.65,293.15,243.75568250208698,0.0,17.287599999999998,0.0
269.68333333333334,293.15,243.78704284424356,0.0,17.4972,0.0
269.71666666666664,293.15,243.8183679990787,0.0,17.7068,0.0
269.75,293.15,243.84965782235307,0.0,17.9164,0.0
269.7833333333333,293.15,243.8680844114104,0.0,18.195866666666667,0.0
269.81666666666666,293.15,243.88639769928406,0.0,18.47533333333333,0.0
269.84999999999997,293.15,243.9045969098884,0.0,18.7548,0.0
269.8833333333333,293.15,243.9226812586447,0.0,19.034266666666667,0.0
269.91666666666663,293.15,243.9406499523508,0.0,19.31373333333333,0.0
269.95,293.15,243.9585021890493,0.0,19.5932,0.0
269.95,293.15,243.984616480937,0.0,19.24386666666667,0.0
269.95,293.15,244.0106644978317,0.0,18.894533333333335,0.0
269.95,293.15,244.03664662592894,0.0,18.5452,0.0
269.95,293.15,244.0625632481075,0.0,18.195866666666667,0.0
269.95,293.15,244.08841474396183,0.0,17.846533333333333,0.0
269.95,293.15,244.11420148983458,0.0,17.4972,0.0
269.95,293.15,244.13992385884853,0.0,17.078,0.0
269.95,293.15,244.16558222093857,0.0,16.6588,0.0
269.95,293.15,244.1911769428836,0.0,16.2396,0.0
269.95,293.15,244.21670838833776,0.0,15.8204,0.0
269.95,293.15,244.2421769178619,0.0,15.4012,0.0
269.95,293.15,244.26758288895445,0.0,14.982,0.0
269.95,293.15,244.29292665608227,0.0,14.632666666666667,0.0
269.95,293.15,244.3182085707112,0.0,14.283333333333333,0.0
269.95,293.15,244.34342898133627,0.0,13.934,0.0
269.95,293.15,244.36858823351187,0.0,13.584666666666667,0.0
269.95,293.15,244.39368666988136,0.0,13.235333333333333,0.0
269.95,293.15,244.41872463020664,0.0,12.886,0.0
269.95,293.15,244.44370245139757,0.0,13.0956,0.0
269.95,293.15,244.46862046754075,0.0,13.3052,0.0
269.95,293.15,244.49347900992828,0.0,13.5148,0.0
269.95,293.15,244.51827840708637,0.0,13.7244,0.0
269.95,293.15,244.5430189848034,0.0,13.934,0.0
269.95,293.15,244.567701066158,0.0,14.1436,0.0
269.93333333333334,293.15,244.57000040848288,0.0,14.423066666666667,0.0
269.91666666666663,293.15,244.57221754371017,0.0,14.702533333333331,0.0
269.9,293.15,244.57435295922127,0.0,14.982,0.0
269.8833333333333,293.15,244.57640713776277,0.0,15.261466666666667,0.0
269.8666666666666,293.15,244.57838055750602,0.0,15.540933333333331,0.0
269.84999999999997,293.15,244.5802736921065,0.0,15.8204,0.0
269.84999999999997,293.15,244.60447685956268,0.0,16.03,0.0
269.84999999999997,293.15,244.62862437603778,0.0,16.2396,0.0
269.84999999999997,293.15,244.65271653842495,0.0,16.449199999999998,0.0
269.84999999999997,293.15,244.67675364120996,0.0,16.6588,0.0
269.84999999999997,293.15,244.7007359764955,0.0,16.8684,0.0
269.84999999999997,293.15,244.72466383402542,0.0,17.078,0.0
270.06666666666666,293.15,244.9200699920133,0.0,17.357466666666667,0.0
270.2833333333333,293.15,245.11361926804594,0.0,17.63693333333333,0.0
270.5,293.15,245.30525921965335,0.0,17.9164,0.0
270.71666666666664,293.15,245.4949352787195,0.0,18.195866666666667,0.0
270.93333333333334,293.15,245.68259061732832,0.0,18.47533333333333,0.0
271.15,293.15,245.86816600302254,0.0,18.7548,0.0
271.3833333333333,293.15,246.08730341179395,0.0,18.964399999999998,0.0
271.6166666666666,293.15,246.30464418135315,0.0,19.174,0.0
271.84999999999997,293.15,246.5201370995056,0.0,19.3836,0.0
272.0833333333333,293.15,246.73372895879663,0.0,19.5932,0.0
272.31666666666666,293.15,246.94536443125838,108.72051480462486,19.802799999999998,5.930209898434083
272.54999999999995,293.15,247.15498593346757,159.47553860710235,20.0124,8.698665742205582
271.9,293.15,246.48927715452362,209.32605224925732,19.523333333333333,11.417784668141307
271.25,293.15,245.81512428415994,248.76961785366683,19.034266666666667,13.569251882927283
270.59999999999997,293.15,245.13309024997426,280.97057848843957,18.5452,15.325667917551248
269.95,293.15,244.44370245139757,307.3209181506178,18.056133333333335,16.76295917185188
269.29999999999995,293.15,243.74745737537162,334.6747001624915,17.567066666666665,18.254983645226808
268.65,293.15,243.04482461667496,362.94354646297074,17.078,19.79692071616204
269.04999999999995,293.15,243.46154780958844,392.03252630936254,16.938266666666667,21.383592344147047
269.45,293.15,243.87511506201164,421.3771949927052,16.79853333333333,22.984210635965738
269.84999999999997,293.15,244.28538344135302,451.90659454768644,16.6588,24.649450611691986
270.25,293.15,244.69220369348693,472.7809201251663,16.519066666666667,25.788050188645432
270.65,293.15,245.09541965273496,493.6480055387209,16.379333333333335,26.926254847566597
271.04999999999995,293.15,245.4948675917513,514.4638543198049,16.2396,28.061664781080268
271.45,293.15,245.91797094473668,535.1820677739662,16.169733333333333,29.191749151307246
271.84999999999997,293.15,246.33835214279,555.7549137135697,16.099866666666667,30.31390438437653
272.25,293.15,246.75589361627897,576.1338399277604,16.03,31.42548217787784
272.65,293.15,247.17047316412723,586.8601621788924,15.960133333333333,32.01055430066686
273.04999999999995,293.15,247.5819635438302,597.079056118482,15.890266666666665,32.56794851555356
273.45,293.15,247.99023202341155,606.7752815338049,15.8204,33.09683353820754
273.84999999999997,293.15,248.4269244243455,615.9330979832671,15.680666666666667,33.5963507990873
274.25,293.15,248.8615969356956,624.5366714569294,15.540933333333331,34.06563662492342
274.65,293.15,249.29416613335943,632.5703312839437,15.4012,34.503836251851475
275.04999999999995,293.15,249.72454614578353,635.5237478410374,15.261466666666667,34.664931700420226
275.45,293.15,250.1526484480245,637.838166411265,15.121733333333331,34.79117271334172
275.84999999999997,293.15,250.57838164022255,639.5155482777236,14.982,34.88266626969401
275.93333333333334,293.15,250.59994087525521,640.5583721444498,15.331333333333333,34.93954757151544
276.01666666666665,293.15,250.62032091193674,640.969696553568,15.680666666666667,34.96198344837644
276.09999999999997,293.15,250.63949466124612,640.7531601794237,16.03,34.950172373423115
276.18333333333334,293.15,250.6574340112312,643.9145325961534,16.379333333333335,35.1226108688811
276.26666666666665,293.15,250.67410977297632,646.4324558512246,16.728666666666665,35.259952137339525
276.34999999999997,293.15,250.68949162290528,648.2935482837397,17.078,35.36146627002216
276.43333333333334,293.15,250.6843394369053,649.4847535273013,17.4972,35.42644110148916
276.51666666666665,293.15,250.677313684498,649.993595765767,17.9164,35.4541961326782
276.59999999999997,293.15,250.66835805738924,649.8083829588263,18.3356,35.44409361593598
276.68333333333334,293.15,250.65741346237803,636.7080428361849,18.7548,34.72952960924644
276.76666666666665,293.15,250.64441782930984,623.03138869432,19.174,33.98353029241745
276.84999999999997,293.15,250.6293059021032,608.8110471446117,19.5932,33.207875298797006
276.93333333333334,293.15,250.65398310281722,594.079790853193,19.942533333333333,32.40435222835598
277.01666666666665,293.15,250.67755377650232,578.8706045402924,20.291866666666664,31.57476024765231
277.09999999999997,293.15,250.69999276108464,563.2167514347414,20.641199999999998,30.720913714622256
277.18333333333334,293.15,250.72127395722305,534.9700256099445,20.99053333333333,29.18018321508788
277.26666666666665,293.15,250.74137027958713,506.75440675964273,21.339866666666666,27.641149459616873
277.34999999999997,293.15,250.76025360490166,478.6477983167211,21.6892,26.108061726366603
277.2333333333333,293.15,250.67655194055226,450.72709144380093,21.339866666666666,24.585114078752778
277.1166666666666,293.15,250.59201469192007,423.06829208811513,20.99053333333333,23.07645229571537
277.0,293.15,250.50665756374252,395.74678523376826,20.641199999999998,21.58618828547827
276.8833333333333,293.15,250.42049580744617,354.10779371317386,20.291866666666664,19.31497056617312
276.76666666666665,293.15,250.33354423957303,313.42173263562916,19.942533333333333,17.095730871034316
276.65,293.15,250.2458172592709,273.9481828446284,19.5932,14.942628155161549
276.54999999999995,293.15,250.17887180421366,235.34322797494391,19.174,12.836903344087851
276.45,293.15,250.11121577067865,197.78090499443744,18.7548,10.78804936333295
276.34999999999997,293.15,250.04286140924893,161.16145128443404,18.3356,8.790624615514584
276.25,293.15,249.9738206417524,135.52153230343103,17.9164,7.392083580187147
276.15,293.15,249.90410507359485,111.52867070345518,17.4972,6.083382038370282
276.04999999999995,293.15,249.83372600551496,87.6404949428598,17.078,4.780390633246898
275.93333333333334,293.15,249.76053781372448,57.646066818622515,16.728666666666665,3.1443309173794094
275.81666666666666,293.15,249.68626380681576,24.94538239505645,16.37933333333333,1.3606572215485335
275.7,293.15,249.61092692711856,0.0,16.03,0.0
275.5833333333333,293.15,249.53454935829146,0.0,15.680666666666664,0.0
275.46666666666664,293.15,249.4571525601414,0.0,15.331333333333333,0.0
275.34999999999997,293.15,249.3787573014454,0.0,14.982,0.0
275.21666666666664,293.15,249.2593634596807,0.0,14.982,0.0
275.0833333333333,293.15,249.13934881698486,0.0,14.982,0.0
274.95,293.15,249.0187235481603,0.0,14.982,0.0
274.81666666666666,293.15,248.89749759760812,0.0,14.982,0.0
274.68333333333334,293.15,248.77568068728885,0.0,14.982,0.0
274.54999999999995,293.15,248.6532823243486,0.0,14.982,0.0
274.4,293.15,248.52564462500766,0.0,14.982,0.0
274.25,293.15,248.39706070019807,0.0,14.982,0.0
274.09999999999997,293.15,248.26754928220686,0.0,14.982,0.0
273.95,293.15,248.13712856963872,0.0,14.982,0.0
273.79999999999995,293.15,248.00581624987876,0.0,14.982,0.0
273.65,293.15,247.87362952039604,0.0,14.982,0.0
273.51666666666665,293.15,247.76255030080637,0.0,14.982,0.0
273.3833333333333,293.15,247.65066014487724,0.0,14.982,0.0
273.25,293.15,247.5379737955482,0.0,14.982,0.0
273.1166666666666,293.15,247.42450560439767,0.0,14.982,0.0
272.9833333333333,293.15,247.31026954686573,0.0,14.982,0.0
272.84999999999997,293.15,247.195279236747,0.0,14.982,0.0
272.7833333333333,293.15,247.16779986951605,0.0,14.982,0.0
272.71666666666664,293.15,247.13974053465637,0.0,14.982,0.0
272.65,293.15,247.11111015012565,0.0,14.982,0.0
272.5833333333333,293.15,247.08191741485575,0.0,14.982,0.0
272.51666666666665,293.15,247.0521708161322,0.0,14.982,0.0
272.45,293.15,247.02187863666254,0.0,14.982,0.0
272.3833333333333,293.15,246.97661316801663,0.0,14.982,0.0
272.31666666666666,293.15,246.9310190771416,0.0,14.982,0.0
272.25,293.15,246.8851000986453,0.0,14.982,0.0
272.18333333333334,293.15,246.83885990077812,0.0,14.982,0.0
272.1166666666666,293.15,246.79230208709117,0.0,14.982,0.0
272.04999999999995,293.15,246.74543019804273,0.0,14.982,0.0
271.9833333333333,293.15,246.71215592650228,0.0,14.982,0.0
271.91666666666663,293.15,246.67838686171575,0.0,14.982,0.0
271.84999999999997,293.15,246.64412992134226,0.0,14.982,0.0
271.7833333333333,293.15,246.6093918688201,0.0,14.982,0.0
271.71666666666664,293.15,246.57417931811113,0.0,14.982,0.0
271.65,293.15,246.5384987382617,0.0,14.982,0.0
271.5333333333333,293.15,246.42188904707302,0.0,14.982,0.0
271.41666666666663,293.15,246.30494485822993,0.0,14.982,0.0
271.29999999999995,293.15,246.1876703886918,0.0,14.982,0.0
271.18333333333334,293.15,246.07006979407538,0.0,14.982,0.0
271.06666666666666,293.15,245.95214717025107,0.0,14.982,0.0
270.95,293.15,245.8339065548937,0.0,14.982,0.0
270.84999999999997,293.15,245.73776516002178,0.0,14.982,0.0
270.75,293.15,245.64132474116096,0.0,14.982,0.0
270.65,293.15,245.54458872294416,0.0,14.982,0.0
270.54999999999995,293.15,245.44756048033886,0.0,14.982,0.0
270.45,293.15,245.35024333983964,0.0,14.982,0.0
270.34999999999997,293.15,245.25264058062703,0.0,14.982,0.0
270.2333333333333,293.15,245.1323045032097,0.0,14.982,0.0
270.1166666666666,293.15,245.01167987520685,0.0,14.982,0.0
270.0,293.15,244.89077027561828,0.0,14.982,0.0
269.8833333333333,293.15,244.76957923835866,0.0,14.982,0.0
269.76666666666665,293.15,244.64811025339623,0.0,14.982,0.0
269.65,293.15,244.52636676786014,0.0,14.982,0.0
269.59999999999997,293.15,244.48250324732837,0.0,14.842266666666667,0.0
269.54999999999995,293.15,244.43853266799772,0.0,14.702533333333331,0.0
269.5,293.15,244.3944557323852,0.0,14.5628,0.0
269.45,293.15,244.35027313644144,0.0,14.423066666666667,0.0
269.4,293.15,244.30598556964418,0.0,14.283333333333333,0.0
269.34999999999997,293.15,244.26159371508936,0.0,14.1436,0.0
269.31666666666666,293.15,244.22810808339148,0.0,14.073733333333333,0.0
269.2833333333333,293.15,244.19459451476854,0.0,14.003866666666667,0.0
269.25,293.15,244.16105311259065,0.0,13.934,0.0
269.21666666666664,293.15,244.12748397979433,0.0,13.864133333333333,0.0
269.18333333333334,293.15,244.09388721888658,0.0,13.794266666666665,0.0
269.15,293.15,244.0602629319474,0.0,13.7244,0.0
269.09999999999997,293.15,244.01544484496728,0.0,13.584666666666667,0.0
269.04999999999995,293.15,243.97052593571692,0.0,13.444933333333331,0.0
269.0,293.15,243.92550685011017,0.0,13.3052,0.0
268.95,293.15,243.880388228288,0.0,13.165466666666665,0.0
268.9,293.15,243.83517070469847,0.0,13.025733333333333,0.0
268.84999999999997,293.15,243.78985490817448,0.0,12.886,0.0
268.96666666666664,293.15,243.88046314750787,0.0,12.746266666666665,0.0
269.0833333333333,293.15,243.97024737897624,0.0,12.606533333333333,0.0
269.2,293.15,244.05919264296134,0.0,12.4668,0.0
269.31666666666666,293.15,244.14728355952934,0.0,12.327066666666665,0.0
269.43333333333334,293.15,244.23450431117303,0.0,12.187333333333333,0.0
269.54999999999995,293.15,244.32083862465484,0.0,12.0476,0.0
269.66666666666663,293.15,244.40626975189366,0.0,11.977733333333333,0.0
269.7833333333333,293.15,244.49078044983244,0.0,11.907866666666665,0.0
269.9,293.15,244.57435295922127,0.0,11.838,0.0
270.01666666666665,293.15,244.6569689822435,0.0,11.768133333333333,0.0
270.1333333333333,293.15,244.73860965890668,144.51808397303793,11.698266666666665,7.882804580347524
270.25,293.15,244.81925554211588,202.48978777026954,11.6284,11.044897514741974
270.18333333333334,293.15,244.80551221244306,259.37332305711425,11.838,14.147635803115321
270.1166666666666,293.15,244.790940308802,306.38208009469315,12.0476,16.7117498233469
270.04999999999995,293.15,244.77555500274758,346.56389633431183,12.2572,18.903485254598827
269.9833333333333,293.15,244.75937102206626,376.8271952398721,12.4668,20.55421064944757
269.91666666666663,293.15,244.74240266840437,408.23342377374934,12.6764,22.267277660386327
269.84999999999997,293.15,244.72466383402542,437.2255117766559,12.886,23.848664278726684
270.31666666666666,293.15,245.14608302752612,472.99715326373234,13.0956,25.799844723476312
270.7833333333333,293.15,245.55880926465372,507.95799382405175,13.3052,27.706799663130095
271.25,293.15,245.9622988260275,544.4361593104609,13.5148,29.69651778057059
271.71666666666664,293.15,246.3559576776623,575.6851139667309,13.7244,31.40100621636714
272.18333333333334,293.15,246.73913413486775,606.5468116343241,13.934,33.0843715436904
272.65,293.15,247.11111015012565,637.1631056779045,14.1436,34.75435121879479
273.09999999999997,293.15,247.54153483438373,667.5954605735749,14.423066666666667,36.414297849467715
273.54999999999995,293.15,247.96598249429653,697.8558319394082,14.702533333333331,38.064863560331354
274.0,293.15,248.38413002012254,727.924521310269,14.982,39.704973889651036
274.45,293.15,248.79563060797366,748.5055214173035,15.261466666666667,40.82757389548928
274.9,293.15,249.20011088804966,768.4712042523493,15.540933333333331,41.91661114103723
275.34999999999997,293.15,249.59716761802179,787.8113770070428,15.8204,42.971529654929604
275.81666666666666,293.15,250.02682558278818,806.5040275895066,16.03,43.99112877760945
276.2833333333333,293.15,250.44933979955493,824.5190096712538,16.2396,44.97376416388657
276.75,293.15,250.86429275051202,841.8206039499704,16.449199999999998,45.9174874881802
277.21666666666664,293.15,251.2712316291607,847.9112945380025,16.6588,46.249706974800134
277.68333333333334,293.15,251.66966361070808,853.0573309168361,16.8684,46.53039986819106
278.15,293.15,252.0590503114811,857.2546208585803,17.078,46.75934295592256
278.25,293.15,252.12214679656628,860.4993896201455,17.078,46.936330342917024
278.34999999999997,293.15,252.1844518901103,862.7884103809647,17.078,47.061186020779886
278.45,293.15,252.24595081347204,864.119133839343,17.078,47.133770936691434
278.54999999999995,293.15,252.30662834328152,860.1189652353701,17.078,46.91557992192927
278.65,293.15,252.36646879246655,855.1556721678041,17.078,46.64485484551658
278.75,293.15,252.42545599024,849.2478487029678,17.078,46.322609929252785
278.8333333333333,293.15,252.46209847751584,842.414729999801,17.078,45.94989436362551
278.91666666666663,293.15,252.49790316253484,834.6762860369536,17.078,45.527797420197466
279.0,293.15,252.53285357185945,826.0532476760968,17.078,45.057449873241644
279.0833333333333,293.15,252.56693270326966,800.9621556753508,17.078,43.688844855019134
279.16666666666663,293.15,252.60012300197494,775.3035122935627,17.078,42.28928248873978
279.25,293.15,252.6324063354546,749.1587319279968,17.078,40.863203559708914
279.34999999999997,293.15,252.71028354278167,722.6078436982712,17.078,39.41497329263297
279.45,293.15,252.7876568015636,695.7287268752991,17.078,37.94883964774359
279.54999999999995,293.15,252.86451851317446,668.5960943733589,17.078,36.46887787491049
279.65,293.15,252.94086090193505,628.8644746626743,17.078,34.30169861796406
279.75,293.15,253.0166760091316,589.4233354043367,17.078,32.150363749327454
279.84999999999997,293.15,253.09195568677754,550.3899207133284,17.078,30.021268402545182
279.66666666666663,293.15,252.9879414193899,511.8755207968884,17.078,27.92048295255755
279.4833333333333,293.15,252.8809656553221,473.9834207278386,17.078,25.85364113060938
279.29999999999995,293.15,252.77113301701368,436.80561320071064,17.078,23.82576072003876
279.1166666666666,293.15,252.65854234893516,389.2683392982924,17.078,21.232818507179584
278.93333333333334,293.15,252.5432871542098,331.92591788479103,17.078,18.105050066443145
278.75,293.15,252.42545599024,287.4250572278785,17.078,15.677730394247918
278.56666666666666,293.15,252.32817376028424,244.26148406943355,17.078,13.323353676514557
278.3833333333333,293.15,252.22763242072114,202.66176197564863,17.078,11.05427792594447
278.2,293.15,252.12395126331458,162.6488413239324,17.078,8.871754981305402
