Date,HH:MM,Datasource,DryBulb {C},DewPoint {C},RelHum {%},Atmos Pressure {Pa},ExtHorzRad {Wh/m2},ExtDirRad {Wh/m2},HorzIRSky {Wh/m2},GloHorzRad {Wh/m2},DirNormRad {Wh/m2},DifHorzRad {Wh/m2},GloHorzIllum {lux},DirNormIllum {lux},DifHorzIllum {lux},ZenLum {Cd/m2},WindDir {deg},WindSpd {m/s},TotSkyCvr {.1},OpaqSkyCvr {.1},Visibility {km},Ceiling Hgt {m},PresWeathObs,PresWeathCodes,Precip Wtr {mm},Aerosol Opt Depth {.001},SnowDepth {cm},Days Last Snow,Albedo {.01},Rain {mm},Rain Quantity {hr}
Date,HH:MM,Datasource,Dry Bulb Temperature {C},Dew Point Temperature {C},Relative Humidity {%},Atmospheric Pressure {Pa},Extraterrestrial Horizontal Radiation {Wh/m2},Extraterrestrial Direct Normal Radiation {Wh/m2},Horizontal Infrared Radiation Intensity from Sky {Wh/m2},Global Horizontal Radiation {Wh/m2},Direct Normal Radiation {Wh/m2},Diffuse Horizontal Radiation {Wh/m2},Global Horizontal Illuminance {lux},Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Zenith Luminance {Cd/m2},Wind Direction {deg},Wind Speed {m/s},Total Sky Cover {.1},Opaque Sky Cover {.1},Visibility {km},Ceiling Height {m},Present Weather Observation,Present Weather Codes,Precipitable Water {mm},Aerosol Optical Depth {.001},Snow Depth {cm},Days Since Last Snow,Albedo {.01},Liquid Precipitation Depth {mm},Liquid Precipitation Quantity {hr}
2019/3/13,16:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,8.8,-4.7,38,101305,689,1383,252,435,599,135,36963,55641,14438,5718,296,2.9,0,0,9740.0,1352,9,'999999999,6,0.1180,0,88,0.130,0.0,0.0
2019/3/13,17:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,8.2,-4.0,42,101359,442,1383,245,253,493,89,18062,35955,8414,4849,297,2.6,1,1,9740.0,1416,9,'999999999,7,0.1180,0,88,0.130,0.0,0.0
2019/3/13,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,7.5,-3.6,45,101413,162,1383,239,89,213,38,5238,10838,2884,2195,303,2.3,0,0,9740.0,77777,9,'999999999,7,0.1180,0,88,0.130,0.0,0.0
2019/3/13,19:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.7,-1.7,55,101453,0,763,234,9,0,6,459,0,300,105,295,1.7,0,3,9740.0,77777,9,'999999999,8,0.1180,0,88,0.130,0.0,0.0
2019/3/13,20:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.9,-1.3,60,101494,0,0,231,0,0,0,0,0,0,0,296,1.1,0,4,9740.0,77777,9,'999999999,9,0.1180,0,88,0.130,0.0,0.0
2019/3/13,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,5.1,-7.7,36,101534,0,0,228,0,0,0,0,0,0,0,311,0.5,0,0,9740.0,77777,9,'999999999,5,0.1180,0,88,0.130,0.0,0.0
2019/3/13,22:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.5,-6.7,41,101562,0,0,222,0,0,0,0,0,0,0,306,0.7,0,1,9740.0,77777,9,'999999999,5,0.1180,0,88,0.130,0.0,0.0
2019/3/13,23:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,3.8,-5.6,47,101589,0,0,219,0,0,0,0,0,0,0,299,1.0,0,2,9740.0,77777,9,'999999999,6,0.1180,0,88,0.130,0.0,0.0
2019/3/13,24:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,3.2,-4.6,54,101617,0,0,218,0,0,0,0,0,0,0,247,1.2,0,0,9740.0,77777,9,'999999999,6,0.1180,0,88,0.130,0.0,0.0
2019/3/14,01:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.9,-4.4,56,101616,0,0,218,0,0,0,0,0,0,0,309,1.0,0,3,9740.0,77777,9,'999999999,6,0.1190,0,88,0.130,0.0,0.0
2019/3/14,02:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.5,-4.3,58,101615,0,0,217,0,0,0,0,0,0,0,317,0.7,0,4,9740.0,77777,9,'999999999,7,0.1190,0,88,0.130,0.0,0.0
2019/3/14,03:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,2.2,-4.1,61,101613,0,0,217,0,0,0,0,0,0,0,204,0.5,3,3,9740.0,77777,9,'999999999,7,0.1190,0,88,0.130,0.0,0.0
2019/3/14,04:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.7,-3.6,65,101628,0,0,223,0,0,0,0,0,0,0,261,0.8,5,5,9740.0,7032,9,'999999999,7,0.1190,0,88,0.130,0.0,0.0
2019/3/14,05:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.2,-3.2,70,101643,0,0,225,0,0,0,0,0,0,0,278,1.0,6,6,9740.0,7312,9,'999999999,7,0.1190,0,88,0.130,0.0,0.0
2019/3/14,06:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,0.7,-2.7,76,101658,0,0,225,0,0,0,0,0,0,0,41,1.3,4,4,9740.0,77777,9,'999999999,8,0.1190,0,88,0.130,0.0,0.0
2019/3/14,07:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.5,-2.4,73,101680,50,234,225,46,130,27,13636,25844,7483,5790,93,1.2,3,6,9740.0,6874,9,'999999999,8,0.1190,0,88,0.130,0.0,0.0
2019/3/14,08:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.4,-2.1,71,101703,338,1383,226,185,365,85,31794,47975,13907,7130,93,1.1,6,6,9740.0,77777,9,'999999999,8,0.1190,0,88,0.130,0.0,0.0
2019/3/14,09:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,3.2,-1.8,68,101726,600,1383,231,384,563,132,51885,63726,19398,6429,219,1.0,3,3,9740.0,77777,9,'999999999,8,0.1190,0,88,0.130,0.0,0.0
2019/3/14,10:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.4,-2.4,56,101673,819,1383,235,565,681,162,68296,71856,22753,5468,234,1.2,3,3,9740.0,6871,9,'999999999,8,0.1190,0,88,0.130,0.0,0.0
2019/3/14,11:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,7.5,-2.9,46,101621,979,1383,242,701,743,177,79665,78125,22692,4515,247,1.3,2,2,9740.0,7024,9,'999999999,7,0.1190,0,88,0.130,0.0,0.0
2019/3/14,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,9.7,-3.5,38,101569,1070,1383,247,796,820,164,84623,84436,20371,3509,243,1.5,0,0,9740.0,77777,9,'999999999,7,0.1190,0,88,0.130,0.0,0.0
2019/3/14,13:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,11.0,-5.0,31,101493,1086,1383,248,825,878,140,83018,87261,17921,3040,258,1.6,0,0,9740.0,77777,9,'999999999,6,0.1190,0,88,0.130,0.0,0.0
2019/3/14,14:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,12.2,-6.4,25,101418,1024,1383,247,773,877,126,74564,86094,16369,3090,261,1.6,0,0,9740.0,77777,9,'999999999,5,0.1190,0,88,0.130,0.0,0.0
2019/3/14,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,13.5,-7.9,20,101343,891,1383,250,654,837,117,59418,80699,14514,3465,269,1.7,0,0,9740.0,77777,9,'999999999,4,0.1190,0,88,0.130,0.0,0.0
2019/3/14,16:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,12.7,-6.5,24,101340,694,1383,247,484,761,100,40303,69362,11666,4344,257,2.3,0,0,9740.0,77777,9,'999999999,5,0.1190,0,88,0.130,0.0,0.0
2019/3/14,17:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,12.0,-5.1,28,101338,447,1383,247,281,607,76,20131,43809,7482,4374,250,3.0,0,0,9740.0,77777,9,'999999999,6,0.1190,0,88,0.130,0.0,0.0
2019/3/14,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,11.2,-3.7,34,101336,166,1383,245,97,253,36,5751,12878,2766,2085,241,3.6,0,0,9740.0,77777,9,'999999999,7,0.1190,0,88,0.130,0.0,0.0
2019/3/14,19:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,10.1,-4.8,33,101388,0,782,241,10,0,6,513,0,300,105,230,3.2,0,0,9740.0,77777,9,'999999999,6,0.1190,0,88,0.130,0.0,0.0
2019/3/14,20:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,9.1,-5.9,32,101441,0,0,239,0,0,0,0,0,0,0,219,2.7,0,0,9740.0,77777,9,'999999999,5,0.1190,0,88,0.130,0.0,0.0
2019/3/14,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,8.0,-7.0,32,101494,0,0,237,0,0,0,0,0,0,0,210,2.3,0,0,9740.0,77777,9,'999999999,5,0.1190,0,88,0.130,0.0,0.0
2019/3/14,22:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,7.4,-4.9,39,101505,0,0,240,0,0,0,0,0,0,0,200,1.9,2,1,9740.0,77777,9,'999999999,6,0.1190,0,88,0.130,0.0,0.0
2019/3/14,23:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.8,-2.8,49,101516,0,0,239,0,0,0,0,0,0,0,204,1.5,2,2,9740.0,409,9,'999999999,7,0.1190,0,88,0.130,0.0,0.0
2019/3/14,24:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,6.2,-0.7,61,101528,0,0,243,0,0,0,0,0,0,0,184,1.1,0,0,9740.0,77777,9,'999999999,9,0.1190,0,88,0.130,0.0,0.0
2019/3/15,01:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.4,0.4,66,101475,0,0,253,0,0,0,0,0,0,0,217,1.2,5,5,9740.0,380,9,'999999999,10,0.1200,0,88,0.130,0.0,0.0
2019/3/15,02:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.5,1.6,71,101423,0,0,274,0,0,0,0,0,0,0,218,1.2,6,6,9740.0,390,9,'999999999,12,0.1200,0,88,0.130,0.0,0.0
2019/3/15,03:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,6.7,2.7,76,101371,0,0,255,0,0,0,0,0,0,0,199,1.3,8,8,9740.0,700,9,'999999999,13,0.1200,0,88,0.130,0.0,0.0
2019/3/15,04:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.5,3.7,82,101327,0,0,252,0,0,0,0,0,0,0,220,2.2,8,8,9740.0,365,9,'999999999,14,0.1200,0,88,0.130,0.0,0.0
2019/3/15,05:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.4,4.6,89,101284,0,0,277,0,0,0,0,0,0,0,219,3.1,9,9,9740.0,341,9,'999999999,16,0.1200,0,88,0.130,0.3,0.0
2019/3/15,06:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,6.2,5.6,96,101240,0,0,291,0,0,0,0,0,0,0,211,4.0,10,10,9740.0,500,0,'919999999,17,0.1200,0,88,0.130,1.1,0.0
2019/3/15,07:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.8,6.0,94,101242,57,266,302,0,0,0,0,0,0,0,209,3.5,10,10,9740.0,157,9,'999999999,18,0.1200,0,88,0.130,1.1,0.0
2019/3/15,08:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,7.4,6.3,93,101244,345,1382,313,80,85,60,16140,9675,13432,5606,202,2.9,10,10,9740.0,150,9,'999999999,19,0.1200,0,88,0.130,0.4,0.0
2019/3/15,09:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,8.0,6.7,91,101246,607,1382,314,183,109,133,27828,13625,20610,6240,223,2.4,10,10,9740.0,400,0,'919999999,19,0.1200,0,88,0.130,0.2,0.0
2019/3/15,10:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9?9?9*9*9?9*9,9.3,5.9,79,101188,825,1382,318,293,164,194,39936,20725,26097,6483,216,2.8,7,7,9406.0,238,9,'999999999,18,0.1200,0,88,0.130,0.1,0.0
2019/3/15,11:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9?9?9*9*9?9*9,10.7,5.2,69,101129,985,1382,328,416,251,235,52109,30865,28618,6340,227,3.2,6,6,8803.0,224,9,'999999999,16,0.1200,0,88,0.130,0.1,0.0
2019/3/15,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9*9,12.0,4.4,60,101071,1076,1382,316,533,371,244,58261,36803,28885,6094,230,3.6,8,8,8200.0,1000,0,'919999999,15,0.1200,0,88,0.130,0.2,0.0
2019/3/15,13:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9?9?9*9*9?9*9,12.0,3.8,57,100975,1091,1382,315,537,373,244,59479,40615,28960,6079,241,3.7,4,4,8663.0,278,9,'999999999,14,0.1200,0,88,0.130,0.3,0.0
2019/3/15,14:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9?9?9*9*9?9*9,12.0,3.3,55,100879,1029,1382,318,560,448,234,59994,50151,27162,6060,250,3.7,3,3,9126.0,365,9,'999999999,14,0.1200,0,88,0.130,0.2,0.0
2019/3/15,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9*9,12.0,2.7,53,100783,895,1382,286,551,560,189,51507,51613,23367,6545,242,3.8,6,6,9590.0,900,0,'919999999,13,0.1200,0,88,0.130,0.2,0.0
2019/3/15,16:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,10.4,1.3,53,100804,698,1382,279,396,463,157,34036,40357,18569,7249,266,3.7,3,3,9590.0,663,9,'999999999,11,0.1200,0,88,0.130,0.7,0.0
2019/3/15,17:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,8.7,-0.1,54,100826,451,1382,283,216,322,105,16681,23543,11177,6057,286,3.7,3,3,9590.0,548,9,'999999999,10,0.1200,0,88,0.130,0.1,0.0
2019/3/15,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,7.1,-1.5,54,100847,171,1382,279,72,130,39,4910,6799,3734,2443,301,3.6,6,6,9590.0,1200,0,'919999999,8,0.1200,0,88,0.130,0.0,0.0
2019/3/15,19:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.1,-2.3,54,100897,0,801,243,10,0,6,513,0,327,114,292,3.4,3,3,9590.0,882,9,'999999999,8,0.1200,0,88,0.130,0.0,0.0
2019/3/15,20:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.2,-3.0,54,100946,0,0,239,0,0,0,0,0,0,0,297,3.1,3,3,9590.0,921,9,'999999999,7,0.1200,0,88,0.130,0.0,0.0
2019/3/15,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,4.2,-3.8,54,100996,0,0,236,0,0,0,0,0,0,0,300,2.9,6,6,9590.0,1200,0,'919999999,7,0.1200,0,88,0.130,0.0,0.0
2019/3/15,22:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.1,-2.6,60,100996,0,0,262,0,0,0,0,0,0,0,298,2.8,4,4,9590.0,704,9,'999999999,8,0.1200,0,88,0.130,0.1,0.0
2019/3/15,23:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.1,-1.3,67,100995,0,0,269,0,0,0,0,0,0,0,300,2.6,5,5,9590.0,299,9,'999999999,9,0.1200,0,88,0.130,0.2,0.0
2019/3/15,24:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,4.0,-0.1,75,100995,0,0,271,0,0,0,0,0,0,0,267,2.5,10,10,9590.0,1200,0,'919999999,10,0.1200,0,88,0.130,0.0,0.0
2019/3/16,01:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.0,0.3,77,101058,0,0,273,0,0,0,0,0,0,0,312,2.6,7,7,9590.0,450,9,'999999999,10,0.1210,0,88,0.130,0.0,0.0
2019/3/16,02:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.1,0.8,79,101121,0,0,274,0,0,0,0,0,0,0,316,2.6,7,7,9590.0,274,9,'999999999,11,0.1210,0,88,0.130,0.0,0.0
2019/3/16,03:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,4.1,1.2,81,101184,0,0,264,0,0,0,0,0,0,0,307,2.7,8,8,9590.0,1500,0,'919999999,11,0.1210,0,88,0.130,0.0,0.0
2019/3/16,04:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.1,1.0,80,101240,0,0,271,0,0,0,0,0,0,0,323,2.2,7,7,9590.0,157,9,'999999999,11,0.1210,0,88,0.130,0.0,0.0
2019/3/16,05:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.1,0.9,79,101296,0,0,261,0,0,0,0,0,0,0,328,1.8,7,7,9590.0,164,9,'999999999,11,0.1210,0,88,0.130,0.0,0.0
2019/3/16,06:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,4.1,0.7,78,101352,0,0,251,0,0,0,0,0,0,0,279,1.3,8,8,9590.0,1000,0,'919999999,11,0.1210,0,88,0.130,0.0,0.0
2019/3/16,07:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.5,0.3,74,101380,63,298,260,47,154,23,12469,29147,6263,4232,322,1.0,6,6,9590.0,250,9,'999999999,10,0.1210,0,88,0.130,0.0,0.0
2019/3/16,08:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.8,0.0,71,101408,351,1381,236,187,417,71,31303,52373,11706,5500,336,0.6,6,6,9590.0,77777,9,'999999999,10,0.1210,0,88,0.130,0.0,0.0
2019/3/16,09:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,5.2,-0.4,67,101435,613,1381,239,382,605,109,52757,69229,15270,5000,237,0.3,9,9,9590.0,800,9,'999999999,10,0.1210,0,88,0.130,0.0,0.0
2019/3/16,10:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.7,-0.6,59,101414,831,1381,244,576,747,125,69896,80239,16994,3882,298,0.7,4,4,9590.0,538,9,'999999999,9,0.1210,0,88,0.130,0.0,0.0
2019/3/16,11:00,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,8.2,-0.8,53,101392,991,1381,246,727,835,131,80573,84811,18127,3147,276,1.2,3,3,9590.0,77777,9,'999999999,9,0.1210,0,88,0.130,0.0,0.0
2019/3/16,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,9.7,-1.0,47,101371,1081,1381,250,809,862,138,86019,86019,18975,3094,282,1.6,0,0,9590.0,77777,9,'999999999,9,0.1210,0,88,0.130,0.0,0.0
2019/3/16,13:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,10.8,-1.0,43,101268,1096,1381,252,822,867,138,84323,86200,18465,3210,269,1.8,2,1,9590.0,77777,9,'999999999,9,0.1210,0,88,0.130,0.0,0.0
2019/3/16,14:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,11.9,-1.0,40,101166,1034,1381,254,769,857,130,75554,84721,16813,3405,270,1.9,0,1,9590.0,77777,9,'999999999,9,0.1210,0,88,0.130,0.0,0.0
2019/3/16,15:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,13.0,-1.0,38,101064,900,1381,255,652,821,119,60566,79713,14856,3811,205,2.1,0,0,9590.0,77777,9,'999999999,9,0.1210,0,88,0.130,0.0,0.0
2019/3/16,16:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,12.0,-1.1,40,101074,702,1381,254,483,742,104,40304,67907,12097,4416,265,2.6,0,1,9590.0,77777,9,'999999999,9,0.1210,0,88,0.130,0.0,0.0
2019/3/16,17:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,11.0,-1.1,42,101084,455,1381,252,282,590,79,20265,42585,7764,4474,259,3.1,0,1,9590.0,77777,9,'999999999,9,0.1210,0,88,0.130,0.0,0.0
2019/3/16,18:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,10.0,-1.2,45,101094,175,1381,249,99,246,38,5859,12521,2877,2139,248,3.6,0,0,9590.0,77777,9,'999999999,9,0.1210,0,88,0.130,0.0,0.0
2019/3/16,19:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,8.9,-0.6,51,101133,0,820,245,10,0,6,540,0,327,114,247,3.3,0,3,9590.0,77777,9,'999999999,9,0.1210,0,88,0.130,0.0,0.0
2019/3/16,20:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,7.8,0.1,58,101173,0,0,242,0,0,0,0,0,0,0,240,3.0,0,4,9590.0,77777,9,'999999999,10,0.1210,0,88,0.130,0.0,0.0
2019/3/16,21:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,6.7,0.7,66,101212,0,0,241,0,0,0,0,0,0,0,251,2.7,0,0,9590.0,77777,9,'999999999,11,0.1210,0,88,0.130,0.0,0.0
2019/3/16,22:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.3,0.4,66,101214,0,0,243,0,0,0,0,0,0,0,240,2.2,2,5,9590.0,77777,9,'999999999,10,0.1210,0,88,0.130,0.0,0.0
2019/3/16,23:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.9,0.1,66,101216,0,0,243,0,0,0,0,0,0,0,214,1.8,2,5,9590.0,77777,9,'999999999,10,0.1210,0,88,0.130,0.0,0.0
2019/3/16,24:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,5.5,-0.2,67,101218,0,0,249,0,0,0,0,0,0,0,159,1.3,0,0,9590.0,77777,9,'999999999,10,0.1210,0,88,0.130,0.0,0.0
2019/3/17,01:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.5,0.3,69,101228,0,0,261,0,0,0,0,0,0,0,252,1.0,0,6,9590.0,77777,9,'999999999,10,0.1220,0,88,0.130,0.0,0.0
2019/3/17,02:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.5,0.8,72,101238,0,0,260,0,0,0,0,0,0,0,283,0.8,0,6,9590.0,77777,9,'999999999,11,0.1220,0,88,0.130,0.0,0.0
2019/3/17,03:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,5.5,1.3,74,101248,0,0,252,0,0,0,0,0,0,0,271,0.5,8,8,9590.0,700,9,'999999999,11,0.1220,0,88,0.130,0.0,0.0
2019/3/17,04:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.9,1.6,79,101279,0,0,243,0,0,0,0,0,0,0,333,0.5,0,7,9590.0,77777,9,'999999999,12,0.1220,0,88,0.130,0.0,0.0
2019/3/17,05:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.3,2.0,85,101310,0,0,237,0,0,0,0,0,0,0,345,0.4,0,8,9590.0,77777,9,'999999999,12,0.1220,0,88,0.130,0.0,0.0
2019/3/17,06:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9*9,3.7,2.3,91,101341,0,0,233,0,0,0,0,0,0,0,280,0.4,0,0,9040.0,77777,9,'999999999,13,0.1220,0,88,0.130,0.0,0.0
2019/3/17,07:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.8,2.4,84,101417,70,330,231,56,202,24,14502,37312,6102,4135,359,0.7,0,8,9040.0,77777,9,'999999999,13,0.1220,0,88,0.130,0.0,0.0
2019/3/17,08:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.0,2.6,79,101494,358,1380,232,214,523,67,33735,63145,10890,4732,0,1.0,0,7,9040.0,77777,9,'999999999,13,0.1220,0,88,0.130,0.0,0.0
2019/3/17,09:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,7.1,2.7,74,101570,620,1380,235,421,710,98,54338,77724,14240,3829,36,1.3,0,0,9040.0,77777,9,'999999999,13,0.1220,0,88,0.130,0.0,0.0
2019/3/17,10:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,8.7,0.4,56,101579,837,1380,240,610,814,116,71881,85424,16345,3275,338,1.5,2,3,9040.0,77777,9,'999999999,10,0.1220,0,88,0.130,0.0,0.0
2019/3/17,11:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,10.4,-2.0,41,101587,997,1380,244,752,870,127,83172,88262,17549,3103,337,1.7,1,1,9040.0,77777,9,'999999999,8,0.1220,0,88,0.130,0.0,0.0
2019/3/17,12:00,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,12.0,-4.3,30,101596,1087,1380,248,833,896,132,86834,88828,18087,2849,320,1.9,0,0,9040.0,77777,9,'999999999,6,0.1220,0,88,0.130,0.0,0.0
2019/3/17,13:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,12.5,-4.6,29,101535,1101,1380,249,845,899,133,84940,88551,17818,2945,335,2.2,5,0,9040.0,77777,9,'999999999,6,0.1220,0,88,0.130,0.0,0.0
