,exergy_if_BL,exergy_c_BL,exergy_of_BL,exergy_if_sun,exergy_if_sky,exergy_if_gnd,exergy_if_cv,exergy_c_sun,exergy_c_rad,exergy_of_os,exergy_of_cd,0,0
191,39.368200198682324,35.00124126337118,-0.0003522221783155068,35.041192494909644,3.4107684742193918,0.9262791536128143,-0.010039924059524048,34.71175889801463,0.2894823653565478,0.0013878405177659698,-0.0017400626960814766,,warm
197,94.80324568318396,90.09926497805142,-0.21304986928875155,91.2231780260122,3.511643090108369,1.4612865908579167,-1.3928620237945377,89.51793966524697,0.5813253128044592,0.2230321979284026,-0.43608206721715415,,warm
203,136.3615733909805,131.12511786296037,0.6814068715413459,132.67794527605864,3.4794270652980717,1.1557405745062854,-0.9515395248824879,130.5057806246559,0.6193372383044807,0.1616199823640289,0.5197868891773171,,warm
209,162.03190811820429,156.9291671236667,1.0233355855859165,158.48860905128353,3.422274151099474,0.8180684662137976,-0.6970435503925155,156.21111033274056,0.7180567909261342,0.12166420176246422,0.9016713838234522,,warm
215,171.20655710984278,166.5462472591933,1.0509005255138804,167.811425002442,3.3422764030702954,0.5396715913136348,-0.48681588698314165,165.72291846380438,0.8233287953889286,0.08942373997985179,0.9614767855340286,,warm
221,173.31188587432976,168.77676001540752,1.0330224554875544,170.25239159077455,3.4269668716475916,0.473565048028252,-0.8410376361206376,167.74522163434665,1.0315383810608674,0.13774628658429455,0.8952761689032599,,warm
227,165.44707684017914,161.12573451524676,0.7091820709041514,162.56815526200347,3.57117913632031,0.42629002911208436,-1.1185475872567237,159.94345374774028,1.182280767506474,0.1598367515619332,0.5493453193422182,,warm
233,132.84566858524977,129.02489546667996,0.1291588440154467,129.82833310049944,3.673036172288401,0.3815391986492176,-1.0372398861872678,127.82161884632781,1.203276620352143,0.13345464046435965,-0.00429579644891294,,warm
239,79.66811182509744,76.40565689773234,-0.5618873475989101,76.56716342128831,3.6420427794239627,0.43554288255876467,-0.976637258173596,75.26753079720892,1.1381261005234262,0.13677225716885658,-0.6986596047677667,,warm
245,28.42619620992103,25.413811825168263,-0.914826221071788,24.978657928499732,3.5975356566066043,0.4940095598043586,-0.6440069349896662,24.43826538636157,0.9755464388066902,0.10303944416663417,-1.0178656652384221,,warm
251,3.6742261421607223,0.8275241048075576,-0.9316293146140014,0.0,3.539503275053093,0.5650425589010748,-0.4303196917934456,0.0,0.8275241048075576,0.07847283808054098,-1.0101021526945424,,warm
257,3.729581397427846,0.7671376490489709,-0.9404861582456652,0.0,3.525566547561456,0.6523192454774184,-0.4483043956110284,0.0,0.7671376490489709,0.0827173599097138,-1.023203518155379,,warm
263,3.7300824349658117,0.726730343848092,-1.0470393381721455,0.0,3.5049742458831976,0.7582884014288918,-0.5331802123462775,0.0,0.726730343848092,0.09842509549379505,-1.1454644336659405,,warm
269,3.738181116049033,0.6855892470790813,-1.1290608724304552,0.0,3.4820331904299264,0.8614054177597603,-0.605257492140654,0.0,0.6855892470790813,0.11177301666901089,-1.2408338890994661,,warm
275,3.771861447142637,0.6266802312266747,-1.0622660027600566,0.0,3.427517674916002,0.9194562125822889,-0.575112440355654,0.0,0.6266802312266747,0.1061904264048133,-1.1684564291648698,,warm
281,3.8099376435483423,0.5842410740876227,-1.0245437444930563,0.0,3.3964608552284097,0.9747636392587803,-0.5612868509388472,0.0,0.5842410740876227,0.10363067982959867,-1.128174424322655,,warm
287,3.8216133520901963,0.5445828769019204,-1.0046449806653364,0.0,3.3502955491966473,1.0317279155462646,-0.5604101126527159,0.0,0.5445828769019204,0.10346877942410823,-1.1081137600894446,,warm
293,3.8389765932194906,0.5295626717386035,-1.1112154070884486,0.0,3.355845691571112,1.1316221139512483,-0.64849121230287,0.0,0.5295626717386035,0.11978504454196605,-1.2310004516304147,,warm
299,3.8786200048227513,0.5073898816305733,-1.1722602750172126,0.0,3.3591692831475655,1.2257153445332856,-0.7062646228580999,0.0,0.5073898816305733,0.13049324020100314,-1.3027535152182157,,warm
305,3.9164440368459985,0.49115851978641656,-1.2728491714116092,0.0,3.374403667873164,1.337396712541664,-0.7953563435688294,0.0,0.49115851978641656,0.14701459563652405,-1.4198637670481333,,warm
311,4.032525565080718,0.4614621734603081,-1.185335805515196,0.0,3.3705532490462686,1.393009709284007,-0.7310373932495584,0.0,0.4614621734603081,0.1424171840560755,-1.3277529895712714,,warm
317,4.125403902002371,0.4388666400861997,-1.1090614423331555,0.0,3.372843692584371,1.4283605700451223,-0.6758003606271225,0.0,0.4388666400861997,0.1359806389683738,-1.2450420813015293,,warm
323,4.195735158368965,0.4251456567210846,-1.0805650527637658,0.0,3.3692116225832094,1.4786189248232025,-0.6520953890374466,0.0,0.4251456567210846,0.13936000709756258,-1.2199250598613283,,warm
329,4.373370991839871,0.39257840023167223,-0.753811903166846,0.0,3.4028894747306513,1.3734124648179484,-0.4029309477087291,0.0,0.39257840023167223,0.0919510834955804,-0.8457629866624263,,warm
335,50.48683027451992,45.66076388156188,-0.1193605463109242,46.08170371404427,3.448681143155339,1.2588273530454375,-0.3023819357251296,45.25607659736406,0.40468728419781935,0.07164530186693198,-0.19100584817785618,,warm
341,115.8714527462585,110.77909384947527,0.527048564030615,112.14806014872778,3.3800081855326565,1.3086665467697758,-0.9652821347717102,110.18098372173037,0.5981101277449032,0.2094269725940013,0.3176215914366136,,warm
347,169.58319184762402,164.16357478495212,1.2594249369858892,166.01641594529934,3.4408974102080703,0.9285592090867519,-0.8026807169701519,163.43653623209408,0.7270385528580278,0.15837258602019294,1.1010523509656962,,warm
353,212.11974267240987,206.74138183769864,1.6551251153615127,208.81961654169183,3.469958961468414,0.5955444634982827,-0.7653772942486635,205.81675772046643,0.9246241172322099,0.13512210516688844,1.5200030101946242,,warm
359,233.04192548097345,227.9790125207392,1.6738950742813903,229.84780558555875,3.523130745520653,0.33048644762242574,-0.659497297728405,226.83169657084235,1.1473159498968342,0.10748353644264015,1.5664115378387502,,warm
365,231.72691385194696,226.56464078384568,1.8018768568347698,228.98614428125623,3.582651196131561,0.2702166504381686,-1.1120982758789995,225.11408827170402,1.4505525121416671,0.18044521824617582,1.621431638588594,,warm
371,206.83357266758748,202.00799742450872,1.347458992589859,204.3006941892398,3.656524775143868,0.2343885576502609,-1.3580348544464562,200.36835308156446,1.6396443429442582,0.22052391869258053,1.1269350738972785,,warm
377,154.1357529676495,150.2277017561456,0.448892306157352,151.36174882420383,3.6917444385567957,0.19593051506316955,-1.1136708101742867,148.59996912098634,1.6277326351592516,0.1806986423406424,0.2681936638167096,,warm
383,83.76437585053192,80.94327359040831,-0.7211913603760678,81.07251996273773,3.595615733881313,0.259972461491562,-1.1637323075786878,79.44989107983173,1.4933825105765772,0.18885567328348438,-0.9100470336595522,,warm
389,28.33238370223028,26.012260196855223,-1.3029174905132066,25.421674554368554,3.4806782320435468,0.3447917436367284,-0.9147608278185512,24.788017971093378,1.2242422257618455,0.14832293738275554,-1.451240427895962,,warm
395,3.0594671389989383,0.9823031043188012,-1.364450726278596,0.0,3.335247712254184,0.4417675711359535,-0.7175481443911991,0.0,0.9823031043188012,0.1162557841222508,-1.4807065104008468,,warm
401,3.220824383510387,0.8867323346012437,-1.2832468839665954,0.0,3.3801649391811206,0.5319185205784216,-0.6912590762491554,0.0,0.8867323346012437,0.10714841291471248,-1.3903952968813078,,warm
407,3.3293470161610026,0.8317390491199513,-1.3459053902905944,0.0,3.4514364202241805,0.6390558295941875,-0.7611452336573655,0.0,0.8317390491199513,0.11270540944918701,-1.4586107997397815,,warm
413,3.4451535192202747,0.7774797094837985,-1.3864779024172877,0.0,3.51538088462122,0.7459984262690287,-0.8162257916699738,0.0,0.7774797094837985,0.1156814940459883,-1.502159396463276,,warm
419,3.590079518869625,0.6856446440320453,-1.1406331306271742,0.0,3.450449218435405,0.789462530712525,-0.649832230278306,0.0,0.6856446440320453,0.09546396298728736,-1.2360970936144615,,warm
425,3.646136362168514,0.6265638589217626,-1.0371397663428048,0.0,3.389454563009559,0.8395938884584124,-0.5829120892994573,0.0,0.6265638589217626,0.08960945883811974,-1.1267492251809246,,warm
431,3.6635044235234293,0.5705451579975552,-0.9400194789859041,0.0,3.3043432917661866,0.8801703605134858,-0.5210092287562434,0.0,0.5705451579975552,0.08399505475892201,-1.024014533744826,,warm
437,3.730309877569095,0.5455243813593464,-0.9103744449572657,0.0,3.294480262185093,0.9331279342722985,-0.4972983188882961,0.0,0.5455243813593464,0.08633434396850909,-0.9967087889257749,,warm
443,3.7869959764714647,0.5244794156422113,-0.8887317089147835,0.0,3.2728547517380355,0.9888492395285822,-0.4747080147951532,0.0,0.5244794156422113,0.09190167566094601,-0.9806333845757295,,warm
449,3.8486208956876604,0.5126302961473311,-0.8911250462720895,0.0,3.2712925819542757,1.0462282851223283,-0.468899971388944,0.0,0.5126302961473311,0.09983277518668147,-0.990957821458771,,warm
455,3.904708774228122,0.4708381528550823,-0.7065573053312807,0.0,3.2418325028040536,1.0113633563331756,-0.348487084909107,0.0,0.4708381528550823,0.07474149352503949,-0.7812987988563201,,warm
461,3.940511120108073,0.4425387412042091,-0.5626893001887756,0.0,3.229084544306567,0.9689252048721477,-0.25749862907064136,0.0,0.4425387412042091,0.0551882077868433,-0.6178775079756189,,warm
467,3.9350073353360653,0.4179875557466887,-0.4517035429478807,0.0,3.1987645169383874,0.9274188224499874,-0.19117600405230908,0.0,0.4179875557466887,0.04094939137115496,-0.4926529343190356,,warm
473,4.0979899382311995,0.4432185119610132,-0.4458787185315365,0.0,3.359854683973449,0.9240019692087347,-0.18586671495098417,0.0,0.4432185119610132,0.03756553822023752,-0.483444256751774,,warm
479,16.884323245608886,13.044392588103662,-0.36273870474365627,12.608180842902263,3.5416278183129566,0.9365620166316058,-0.20204743223793645,12.563345267080487,0.4810473210231739,0.03952499186301424,-0.4022636966066705,,warm
485,45.050251053227726,41.47141285123099,-0.08055476969568677,41.227773686062285,3.166015288740692,0.8277195168283228,-0.17125743840357632,41.04149172848977,0.42992112274121835,0.031684585451932215,-0.11223935514761899,,warm
491,81.82932980360324,78.30397706142266,0.17100891206273755,78.20512573443892,3.112016963227673,0.6513672484508021,-0.13918014251414387,77.81380138711287,0.49017567430978476,0.025621307880487977,0.14538760418224958,,warm
497,119.34955706949381,115.76719910930656,0.43198688182867995,115.94864813366208,3.0903326923522383,0.5006446839208254,-0.19006844044132837,115.14720706818342,0.6199920411231467,0.03500600383481803,0.39698087799386195,,warm
503,135.91602551745322,132.37718599182358,0.5508638041972899,132.70492807940985,3.070795441055276,0.3629293808488934,-0.22262738386081543,131.62118621816697,0.7559997736566076,0.04101356437879534,0.5098502398184945,,warm
509,135.73266323133222,132.16612573996053,0.5136138220869404,132.54235752502575,3.251536384983899,0.3008669764614995,-0.3620976551389223,131.22105668798253,0.9450690519779994,0.05916801821026136,0.45444580387667904,,warm
515,124.81531694267053,121.41373184407027,0.3112530646205329,121.54503640305312,3.4373901045472053,0.2558125387133882,-0.42292210364318034,120.3459468056921,1.0677850383781748,0.06026636705497894,0.250986697565554,,warm
521,113.529939776931,110.2879306300002,0.15660237404694527,110.02126114411588,3.649323935161216,0.20907470896119676,-0.3497200113072949,109.14278863162754,1.1451419983726665,0.044871832466605116,0.11173054158034014,,warm
527,77.19560961033481,74.10275355286619,-0.25760235618929533,73.85559792316324,3.585197441560032,0.254630230454618,-0.49981598484308704,72.95485121295675,1.14790233990944,0.06852746244067788,-0.3261298186299732,,warm
533,29.347674442534434,26.439605437114153,-0.5991753964701744,25.924665630116756,3.50081237030221,0.3073272435755452,-0.38513080146007916,25.434923194977895,1.0046822421362582,0.056398153199544304,-0.6555735496697187,,warm
539,3.546055432677508,0.8580805498702346,-0.6527699578342107,0.0,3.4382924610918697,0.37217523313814926,-0.26441226155251085,0.0,0.8580805498702346,0.04238878071486153,-0.6951587385490722,,warm
545,3.599883012160173,0.8040855960663783,-0.7041752773523287,0.0,3.455217684302322,0.45276886079886264,-0.3081035329410119,0.0,0.8040855960663783,0.04766371387159957,-0.7518389912239282,,warm
551,3.605563386983577,0.7646086440124552,-0.8387791204742647,0.0,3.4634864466678774,0.5518455189262444,-0.40976857861054516,0.0,0.7646086440124552,0.0605776944186419,-0.8993568148929066,,warm
557,3.6463519819686083,0.7262388366336712,-0.9444712521743066,0.0,3.493306573949006,0.6513672484508021,-0.49832184043119965,0.0,0.7262388366336712,0.07053051274697221,-1.0150017649212788,,warm
563,3.782632204399457,0.6696483977341464,-0.7863168344256598,0.0,3.4720874679479934,0.6919622942409779,-0.3814175577895142,0.0,0.6696483977341464,0.062334163250302756,-0.8486509976759625,,warm
569,3.833637705859856,0.6288965220022986,-0.6781527534550138,0.0,3.4139494244705246,0.7167210850960488,-0.29703280370671736,0.0,0.6288965220022986,0.05873302174707301,-0.7368857752020868,,warm
575,3.861942720002811,0.6099278100647044,-0.6447259660765413,0.0,3.365805275956619,0.7521305866857169,-0.2559931426395243,0.0,0.6099278100647044,0.06409163693984178,-0.7088176030163831,,warm
581,3.8362256223378766,0.6060561807246007,-0.7665431220694623,0.0,3.3507537461762293,0.8244960668633221,-0.33902419070167467,0.0,0.6060561807246007,0.08107832910475768,-0.8476214511742199,,warm
587,3.8091622068014357,0.5806593382446621,-0.8297164831707139,0.0,3.3111951039452046,0.8913052730598562,-0.39333817020362494,0.0,0.5806593382446621,0.09053829434131612,-0.92025477751203,,warm
593,3.7784863915317346,0.5580524653950737,-0.9272173740424162,0.0,3.283978975560867,0.9724261083743858,-0.47791869240351803,0.0,0.5580524653950737,0.10314883226702828,-1.0303662063094445,,warm
599,3.8133817700849018,0.5161628124522034,-0.8555958403763222,0.0,3.271920393290454,0.992386826283228,-0.4509254494887808,0.0,0.5161628124522034,0.0888098044432023,-0.9444056448195245,,warm
605,3.858882813662885,0.4782251421965618,-0.7606743022767191,0.0,3.2710144684489997,0.9935674610284881,-0.40569911581460283,0.0,0.4782251421965618,0.07149654849496637,-0.8321708507716854,,warm
611,3.888152067505732,0.4481666527170282,-0.7019576278186904,0.0,3.2611917323337174,1.0066019461577165,-0.37964161098570176,0.0,0.4481666527170282,0.06178854164640641,-0.7637461694650969,,warm
617,3.89227123180537,0.43118136809767904,-0.735549923678463,0.0,3.242195339951286,1.0608324865004828,-0.4107565946463983,0.0,0.43118136809767904,0.06645372004339221,-0.8020036437218552,,warm
623,36.53834245804566,32.47140671140446,-0.4957138249244662,32.72178477673134,3.216700835197776,1.1341485994984275,-0.5342917533818762,32.03506045294142,0.436346258463038,0.08649700119379448,-0.5822108261182607,,warm
629,91.81883610411599,87.60720733938824,0.26711553135633737,88.04008961666699,3.236941989666774,0.9160544297597896,-0.3742499319775773,87.08423765251781,0.5229696868704287,0.0781566364485497,0.1889588949077877,,warm
635,127.29128367436812,123.07227939337977,0.59276914363323,123.80176009144843,3.1744862068234663,0.6676477000217964,-0.3526103239255779,122.44267600210576,0.6296033912740232,0.06940167585832532,0.5233674677749046,,warm
641,148.79067893896814,144.83704227063188,0.7166311165488289,145.57248436815146,3.095875681183339,0.45673124395204734,-0.33441235431872396,144.09971271295876,0.7373295576731268,0.058905170038978036,0.657725946509851,,warm
647,155.69550263164288,152.10448076823877,0.6773283390128615,152.68241547184135,3.004649940595564,0.2862723104472884,-0.27783509124130995,151.2696624504525,0.834818317786273,0.045187434390529295,0.6321409046223322,,warm
653,134.57711583203928,131.10684139534771,0.4384308993707951,131.84349911298386,3.068512640038098,0.28752681268510627,-0.622422733667804,130.10332764069696,1.0035137546507602,0.09057923597709168,0.34785166339370344,,warm
659,104.66471285715201,101.58651633606625,-0.014496752093854995,101.97977039053882,3.1112438357952166,0.2957488510158806,-0.7220502201979129,100.57247575848686,1.0140405775793948,0.09295090638047736,-0.10744765847433235,,warm
665,66.86507367455428,64.09129766420105,-0.39398507507695035,63.973411279286715,3.1881614743451516,0.3105834736209981,-0.6070825526985899,63.13799318300249,0.9533044811985524,0.0710488977141456,-0.46503397279109593,,warm
671,29.53675221841367,26.909223316024843,-0.6451966203376616,26.388349882373085,3.258755609100061,0.36434413454762166,-0.4746974076070967,26.042106313854397,0.8671170021704449,0.05696066819599893,-0.7021572885336606,,warm
677,10.106997207651466,7.385357755957591,-0.6826265678161301,6.720096252399994,3.3285596128881063,0.42629002911208436,-0.3679486867487207,6.601845133557338,0.783512622400253,0.045018976246200756,-0.7276455440623308,,warm
683,3.570364682069008,0.728275308482714,-0.6717630961254664,0.0,3.39848329201657,0.4931833367916112,-0.32130194673917345,0.0,0.728275308482714,0.040755937105756125,-0.7125190332312225,,warm
689,3.6496812431331818,0.6734462876637843,-0.5918162645191415,0.0,3.3867919230050885,0.5362187283694287,-0.2733294082413353,0.0,0.6734462876637843,0.0360525371533941,-0.6278688016725356,,warm
695,3.6608379440232,0.6289164021000927,-0.5660690171245967,0.0,3.344264810219027,0.5783985434107155,-0.26182540960654244,0.0,0.6289164021000927,0.035300265118863854,-0.6013692822434605,,warm
701,3.691279051457741,0.5987572999529255,-0.559466250646292,0.0,3.328143790274618,0.6222070385994082,-0.25907177741628495,0.0,0.5987572999529255,0.0363581943807414,-0.5958244450270334,,warm
707,3.6708061792820104,0.5885326066292081,-0.7394463030099466,0.0,3.339984285413526,0.7217261904761906,-0.39090429660770654,0.0,0.5885326066292081,0.05203141872021076,-0.7914777217301574,,warm
713,3.658734025461936,0.5676780500193641,-0.9401836793719597,0.0,3.368134389022193,0.8461072943677794,-0.5555076579280366,0.0,0.5676780500193641,0.06856068714283672,-1.0087443665147964,,warm
719,3.6645616940105628,0.5284682533934026,-1.067004941279396,0.0,3.3709543681290413,0.9689252048721477,-0.6753178789906268,0.0,0.5284682533934026,0.07882594007995829,-1.1458308813593543,,warm
725,3.845275622315256,0.47856963053856627,-0.87157102311062,0.0,3.3698209239680588,1.005413393666055,-0.5299586953188575,0.0,0.47856963053856627,0.06469261216195227,-0.9362636352725722,,warm
731,3.957794102127108,0.44741160103119076,-0.730784627647296,0.0,3.3589175387520736,1.0209207443974746,-0.42204418102243985,0.0,0.44741160103119076,0.05553041432309012,-0.7863150419703862,,warm
737,4.040868114095845,0.4354549637885618,-0.6859284969005205,0.0,3.377412962391812,1.0486551066351948,-0.38519995493116144,0.0,0.4354549637885618,0.05400519594143212,-0.7399336928419527,,warm
743,4.102787658389954,0.42838796495237447,-0.6999054406181274,0.0,3.408382728820074,1.0915916378885053,-0.3971867083186258,0.0,0.42838796495237447,0.05598801821084364,-0.7558934588289711,,warm
749,4.171312059800357,0.41909366910633533,-0.707458867560429,0.0,3.4402364803495633,1.1366779784608412,-0.40560239901004747,0.0,0.41909366910633533,0.05717703688882553,-0.7646359044492546,,warm
755,4.261905448217779,0.41346101731052104,-0.7152389663255142,0.0,3.492261733143171,1.182701869977106,-0.41305815490249836,0.0,0.41346101731052104,0.05823052093500381,-0.773469487260518,,warm
761,4.363896896227989,0.38802354012254786,-0.5228371945133972,0.0,3.488131073666483,1.1442834784364797,-0.268517655874973,0.0,0.38802354012254786,0.04194172325560246,-0.5647789177689996,,warm
767,39.33705857135893,34.761429101897484,-0.19867464786979885,34.97341897480756,3.488788364319763,1.1127656737546208,-0.23791444152300786,34.35756354031917,0.4038655615783129,0.04323118846810545,-0.2419058363379043,,warm
773,95.56687990659782,90.89339884314698,0.2915507299658133,91.50356325801162,3.4810888710199004,1.0693995762901887,-0.4871717987239085,90.33790162089066,0.5554972222563213,0.10317811743017376,0.18837261253563956,,warm
779,138.2133785194236,133.47977095664518,0.6753793416037283,134.51114612516855,3.474786305394238,0.8493736555934743,-0.6219275667326554,132.8028498345993,0.6769211220458919,0.10525907434157775,0.5701202672621505,,warm
785,176.93843654933673,172.21749876438705,0.9930518006373358,173.6140816563781,3.4658849758290926,0.6418862891203458,-0.7834163719907876,171.3907402222498,0.8267585421372394,0.10983387309038985,0.883217927546946,,warm
791,195.6492485008645,190.9249474208088,1.0377305589545718,192.6743703751743,3.4483187334407472,0.463907786106133,-0.9373483938566572,189.94507582063673,0.9798716001720539,0.11048622382594671,0.927244335128625,,warm
797,173.34228529803482,168.7744886019075,0.7686217628933925,170.5334822754881,3.4832068200161763,0.3998790501553494,-1.0742828476247936,167.648781012636,1.1257075892715254,0.13602109789784692,0.6326006649955456,,warm
803,121.43569216568838,117.57949689356036,0.18189332293149252,118.3376633562319,3.537600448357357,0.35589751691277965,-0.7954691558136541,116.44260927610746,1.1368876174529001,0.11354126588452282,0.06835205704696971,,warm
809,71.72523066266086,68.40600138575812,-0.17781745411834773,68.22023172976448,3.5914732993079332,0.30797709754584834,-0.3944514639573961,67.34914648598131,1.0568548997768026,0.06315883450623999,-0.24097628862458773,,warm
815,35.9360515212245,32.93353257284972,-0.5291699944196323,32.397996212851936,3.564337231371826,0.36363640843682177,-0.3899183314360807,31.95263673835843,0.9808958344912925,0.06307168961129338,-0.5922416840309257,,warm
821,10.931943211229171,8.067113527381537,-0.704484249964503,7.333734713563549,3.506824907911182,0.4347679537289278,-0.34338436397448896,7.203834934777532,0.8632785926040051,0.05552943550413954,-0.7600136854686426,,warm
827,3.6699856452770128,0.7795526607398043,-0.7383669997204863,0.0,3.4865317555148256,0.5123645870398941,-0.32891069727770705,0.0,0.7795526607398043,0.05318437884303176,-0.791551378563518,,warm
