exergy_c_sun,exergy_c_rad,exergy_c_rad_in
0.0,0.0,0.0
0.0,4.421270398229665,9.879605285966459e-09
0.0,3.7025595424985323,8.759832451601587e-07
0.0,3.2172584646703246,1.735939657880876e-05
0.0,2.8469772150472465,0.00014228925756075894
0.0,2.556352987913883,0.0006458523520488788
0.0,2.341294260764775,0.0019649394998684593
0.0,2.179944473009464,0.004576133033368667
0.0,2.03771288768274,0.008897090637372575
0.0,1.91238057163291,0.015241209528066587
0.0,1.801013604635903,0.023817164986558996
0.0,1.701433047452783,0.03474854588253356
0.0,1.6108573016665673,0.04808745497653748
0.0,1.527589782816866,0.06382764020736706
0.0,1.4510933843930875,0.08191726326832048
0.0,1.3805628181704073,0.10227103364880905
0.0,1.315264106410782,0.12478082810016786
0.0,1.254598705616723,0.14932332444357937
0.0,1.204577960078138,0.17574366379726014
0.0,1.1654672082720776,0.20389180168801255
0.0,1.1308173169893148,0.23363945111715276
0.0,1.0996556630989898,0.2648304313224545
0.0,1.0713920241648855,0.29729633708069436
0.0,1.0455795372996912,0.3308614627754416
0.0,1.0217268535269821,0.36535247343601734
0.0,0.9993887117190049,0.4006051285693346
0.0,0.9783928834435979,0.43646741907487496
0.0,0.9586556863269801,0.4728019620196577
0.0,0.9400775064180695,0.5094871559856498
0.0,0.9225694967685978,0.5464159754748678
0.0,0.9061854524618982,0.5834935032917219
0.0,0.8910117153410863,0.6206348651093623
0.0,0.8769524160241757,0.6577633200080949
0.0,0.8638740744031318,0.6948077827859532
0.0,0.8516888981756242,0.7317010178173116
0.0,0.8403254279608386,0.7683799805259641
0.0,0.8064943890851733,0.8056604974608517
0.0,0.7534265235369442,0.843608020686706
0.0,0.7061111047954829,0.8813279905702124
0.0,0.6637239586732777,0.9187303495102622
0.0,0.6257770415799796,0.955678712658474
0.0,0.5918661429875988,0.9919985640531861
0.0,0.5610133891136484,1.0274695910083214
0.0,0.5328357748372299,1.0619018230521646
0.0,0.507624624162903,1.0951470662582663
0.0,0.48518075245684567,1.1270386321314176
16.80022199211304,0.47268291834603804,1.1574238822170622
40.274779728672314,0.4745605630573007,1.186150051597578
54.59706868708254,0.5293840423896834,1.209831719725933
67.79284979365373,0.6291468360370754,1.2279018967666995
78.73832637593077,0.7186463472814295,1.243024239230841
87.12613508658295,0.7964845835377206,1.255030368500675
94.21096018927294,0.861513330398183,1.264274803244528
101.47264975219426,0.9141608641622442,1.2715396238389336
109.10235861539554,0.9142830491975359,1.2804366423320448
117.0278161103426,0.8788784561098109,1.2919767915681768
125.06671994540834,0.8601209003162653,1.3042860037633188
131.78360861084107,0.8508671391498897,1.3177068101421168
137.04918088656214,0.847493365585892,1.3320522906021426
142.26603556586872,0.848382309088344,1.34678155616386
147.43232959995615,0.8522934852427665,1.3613363530448115
152.53962131073612,0.8588720138706336,1.3752172141570174
157.5740567185161,0.8684206612408487,1.3879971927601642
161.93320468193843,0.880081946967114,1.3993830502775184
165.58794976837854,0.8930721004857131,1.409152360388747
169.11484694416993,0.9071644391560288,1.4171441151238644
172.50199195166854,0.9223438744143235,1.4232142764039828
175.74280364578206,0.9382297005236115,1.4273187247212014
179.82505088923918,0.9552774713638695,1.429503166731742
181.4928559530306,0.9720617636398655,1.4298026921806148
180.15953184564628,0.9862567692479896,1.428274354314344
179.86108910285935,0.9987801119485723,1.4249949428551623
179.31845628518232,1.0143405030371748,1.4196421012165166
178.5483953853677,1.0301131005446873,1.4123847540556707
177.60770223040421,1.0404435933510174,1.403868006837779
174.68458284016776,1.0456198225771385,1.3943440709436359
169.94141859715253,1.0450956406273249,1.3841166339802702
165.0528042267884,1.0397311303858827,1.373520316042384
160.03183117399703,1.0306407188995739,1.3628869726860569
154.8935068174516,1.0185479751142377,1.3525292610844613
149.65354032677055,1.0040318555792411,1.342726353982021
143.81834468508802,0.9871414098995934,1.3337071253669919
137.2606075259659,0.9678002535965541,1.3256471392272418
130.65699205184856,0.9464855954818079,1.3186785312867773
124.02661171500469,0.9231557062540684,1.3129037323382866
117.38912222646464,0.8982412196632478,1.3084053863357494
108.06627440650023,0.870750585081683,1.3052469494007048
99.24582367089967,0.8411602210876812,1.3034720515159108
97.04390507316553,0.8147691855123543,1.303116645088206
95.27980172363907,0.7922527511713443,1.3042197831742028
90.229202028745,0.7744442471795873,1.3065928954946262
85.12301507226586,0.7608684343081112,1.310164961602903
79.97914098871047,0.7477489270237544,1.3149932410655878
73.42014844291836,0.7342198763904576,1.320932466697972
65.80970538395724,0.7195335252470769,1.3278728506404422
58.37645167363999,0.7039057255835613,1.3357353431682633
51.113425805020164,0.6878038501769462,1.344472694392244
43.993256556443704,0.671462055959429,1.3540725635544228
37.01917094455019,0.6549672978414349,1.3645430617907661
30.743332091383362,0.6387531072623807,1.3758938439282096
25.484660431642894,0.6233834225485413,1.3881270079104444
20.37753930133023,0.6087696303255217,1.4012334901740449
13.934578775137341,0.5936339418999841,1.4151874751783189
7.2888585469666545,0.5776741342282151,1.4299455043503524
0.0,0.5620118996665608,1.4454627312721229
0.0,0.5480282507161134,1.4617155436747729
0.0,0.5369257730999081,1.4786983881708506
0.0,0.528331026522763,1.496387221503205
0.0,0.5206578186050035,1.5147488361277872
0.0,0.5133760354856702,1.5336444882964124
0.0,0.5068983018814613,1.5528578002520292
0.0,0.5011150191088749,1.5722287784577762
0.0,0.49591813475009255,1.5916281377627333
0.0,0.4912256230423697,1.6109564490532446
0.0,0.48757046394960246,1.630087063657819
0.0,0.4848579696513229,1.6489594080118442
0.0,0.48242337213684516,1.6675784782162995
0.0,0.4802565963093335,1.6859115295870126
0.0,0.4783435268820378,1.7039357433350117
0.0,0.4766726886737068,1.7216356929772796
0.0,0.4746307401876492,1.739054529189862
0.0,0.4722364500168525,1.7561864154106075
0.0,0.47009857071854116,1.7729725783716912
0.0,0.4681944768601083,1.7894082473061041
0.0,0.46651020277423094,1.8054888707829881
0.0,0.46503516807698325,1.821210380367409
0.0,0.4610550837648671,1.8369107369713702
0.0,0.454510963744105,1.8525969615394267
0.0,0.44806207465824915,1.8679312334649487
0.0,0.4417488176363688,1.882917514074327
0.0,0.4355899692521704,1.8975641230878515
0.0,0.42959808903129526,1.9118818526115582
0.0,0.4238178611880645,1.9258811731383256
0.0,0.4182966054724825,1.9395707222704552
0.0,0.413024939215433,1.9529566319333427
0.0,0.4079791914649158,1.9660417072395318
0.0,0.4031458416302521,1.9788252313652475
0.0,0.39851377160773194,1.9913042144342052
0.0,0.3943764776707614,2.003475143039092
