,exergy_if_BL,exergy_c_BL,exergy_of_BL,exergy_if_sun,exergy_if_sky,exergy_if_gnd,exergy_if_cv,exergy_c_sun,exergy_c_rad,exergy_of_os,exergy_of_cd
623,106.56944234537363,104.49700936922557,0.5129165087505576,106.3704322263236,0.6059276946641369,1.1341485995237064,-1.5410661751378212,104.43578732770975,0.061222041515813126,0.2504155735846584,0.2625009351658993
629,288.3253991078172,281.402497448066,5.216634971950502,289.25142727530454,0.7866205311359926,0.9160544297371329,-2.6287031283604843,281.04544885344075,0.3570485946252482,0.5535564405020663,4.663078531448436
635,402.7232777599941,391.7042920273685,9.1871482428781,405.9167718681297,1.0049162305094161,0.6676477000025225,-4.866058038647505,390.75451595533883,0.9497760720296884,0.9701246427398059,8.217023600138294
641,472.6480755371542,459.25143166529847,11.457615661135414,478.44596690851205,1.2421592532695316,0.45673124393616277,-7.496781868563507,457.57577968690697,1.675651978391494,1.3420796109814366,10.115536050153977
647,495.82321421742733,482.2302457738155,11.542445018081308,503.6009510342921,1.4940974886893001,0.2862723104347574,-9.558106615988853,479.8316113114821,2.3986344623334164,1.5834157598964183,9.95902925818489
653,424.8294049981498,416.0070935677062,6.6460375561921365,435.5670722364114,1.5370947393660934,0.28752681269766506,-12.562288790325308,413.2714856348214,2.7356079328847964,1.8625774799685242,4.783460076223612
659,329.2543112164937,325.87076274621023,1.1963568952925976,339.70574155769623,1.5496771339462834,0.2957488510031367,-12.296856326151877,323.4216645617612,2.44909818444905,1.6100370455219872,-0.41368015022938964
665,208.01353957617616,208.74858721321095,-2.884186657350929,215.64025626558583,1.572509178520463,0.3105834736340577,-9.509809341564234,206.85816986719394,1.8904173460170262,1.1287104859508503,-4.012897143301779
671,85.85009034520502,88.16096012104272,-4.372899084130459,89.87256385228119,1.5124647608163895,0.3643441345334604,-5.899282402426004,86.87558754876441,1.2853725722783023,0.7155472495550004,-5.08844633368546
677,22.087500537896172,23.99269342434856,-3.8779356904237634,23.796422480408683,1.4458075936902837,0.4262900290967421,-3.581019565299534,23.14396198223883,0.8487314421097267,0.44169240193838655,-4.31962809236215
683,-0.5012496651321003,0.5921327303375574,-3.0160364493547682,0.0,1.3802408151196746,0.493183336775094,-2.374673817026869,0.0,0.5921327303375574,0.30310423894109345,-3.3191406882958616
689,0.08008048406572321,0.4497789124546061,-2.253742777596175,0.0,1.3065740543531952,0.5362187283521928,-1.7627122986396646,0.0,0.4497789124546061,0.23373201058822288,-2.487474788184398
695,0.3368247309384038,0.35321099295256264,-1.855309736047664,0.0,1.2195727680700303,0.5783985433928017,-1.4611465805244281,0.0,0.35321099295256264,0.19790876290015755,-2.0532184989478215
701,0.515392423979951,0.286763974123494,-1.586457409878633,0.0,1.151163637562262,0.622207038580815,-1.257978252163126,0.0,0.286763974123494,0.17727793203197234,-1.7637353419106054
707,0.3353267358964156,0.22637701100646507,-1.6999356465784794,0.0,1.0371714102196123,0.7217261904761906,-1.4235708647993874,0.0,0.22637701100646507,0.19019539899134028,-1.8901310455698197
713,0.13180232329398556,0.165003447227858,-1.8444422364009898,0.0,0.9204242522434049,0.8461072943460254,-1.6347292232954447,0.0,0.165003447227858,0.20244280786939772,-2.0468850442703874
719,0.025123717076235952,0.10906211077533348,-1.8847656838147002,0.0,0.8078617193007311,0.9689252048721477,-1.751663207096643,0.0,0.10906211077533348,0.20509714653984584,-2.089862830354546
725,0.36629186234857025,0.0758805815994912,-1.5017848702373744,0.0,0.776205689193757,1.0054133936898186,-1.4153272205350054,0.0,0.0758805815994912,0.17327654768845252,-1.675061417925827
731,0.6127312151564113,0.059136523392858985,-1.228583008422156,0.0,0.7580232719364443,1.0209207443735238,-1.1662128011535569,0.0,0.059136523392858985,0.15387949267440795,-1.382462501096564
737,0.7309963349301878,0.05042397885170487,-1.109691263036531,0.0,0.7445139505123903,1.048655106659477,-1.0621727222416795,0.0,0.05042397885170487,0.14933264853059533,-1.2590239115671262
743,0.7496511009964582,0.042531676349918515,-1.0984467546325136,0.0,0.7254806937762818,1.0915916378885053,-1.067421230668329,0.0,0.042531676349918515,0.15087924228747712,-1.2493259969199908
749,0.7735660092461041,0.034549431501373865,-1.0823341258678687,0.0,0.7060912419631916,1.1366779784608412,-1.0692032111779288,0.0,0.034549431501373865,0.151132600017497,-1.2334667258853658
755,0.8059008475198968,0.028616109750871168,-1.071214506960381,0.0,0.6961457418825179,1.182701869977106,-1.072946764339727,0.0,0.028616109750871168,0.15166421560442342,-1.2228787225648043
761,1.0689355536350011,0.02517417427877728,-0.8008028965384335,0.0,0.722738005971292,1.1442834784364797,-0.7980859307727706,0.0,0.02517417427877728,0.12499551688934991,-0.9257984134277835
767,114.07359674997542,111.5106536565854,0.859888624021369,113.09732878467682,0.7472200058247911,1.1127656737295877,-0.883717714255765,111.46282921735467,0.04782443923073285,0.161143104756653,0.6987455192647161
773,299.67005296127223,292.0186294093301,5.8165953764787215,300.7475268798829,0.7779747599558113,1.0693995762901887,-2.924848254856725,291.6775692900508,0.34106011927929,0.6246877833458552,5.191907593132866
779,435.0266273937856,423.0328135561196,10.024150767586972,439.7137443376106,0.9746333319049374,0.8493736555716775,-6.511123931301639,422.117147041628,0.9156665144916185,1.116438601115279,8.907712166471693
785,554.1950322750638,538.4290145931864,13.635439336186684,563.8671804922899,1.2084664117303718,0.641886289101455,-11.522500918057816,536.7226498114042,1.7063647817822003,1.6427934947536114,11.992645841433072
791,610.2255160068923,594.4134614897209,13.480925942624271,625.3505783926915,1.460918106719241,0.463907786090122,-17.049888278608506,591.8864346714732,2.527026818247718,2.0488707212955783,11.432055221328692
797,544.1612990593586,531.2376935905038,10.419895703488322,560.0170118338589,1.599173508488399,0.3998790501553494,-17.85476533314411,528.224173579149,3.0135200113547818,2.306676829678174,8.113218873810148
803,383.21773735211985,376.80144376402114,3.880864922079386,395.0212108365095,1.7249348777152063,0.35589751689878585,-13.884305879003668,373.90169112134174,2.8997526426793847,2.0198141185924703,1.8610508034869155
809,224.85683396566824,223.34428652775938,-0.9722489903801155,231.44785013738417,1.869812425058241,0.30797709754584834,-8.768805694319996,220.90607589379857,2.4382106339608,1.4275737031098827,-2.399822693489998
815,108.08508793485996,109.6689624940303,-3.9248753110255943,112.33395137215858,1.7277566476336579,0.3636364084509691,-6.340256493383253,107.87582751001004,1.793134984020258,1.0396130662685663,-4.964488377294161
821,23.821642084044864,26.310628319668897,-4.637839781559273,26.00890185612349,1.55083028944431,0.4347679537444191,-4.172858015267354,25.131877688585302,1.1787506310835951,0.681920471180918,-5.319760252740191
827,-0.9930793564292357,0.7920508072517445,-3.8019455657998638,0.0,1.4069336051845531,0.5123645870567352,-2.912377548670524,0.0,0.7920508072517445,0.4747971898074246,-4.276742755607288
833,-0.30812505443380767,0.597351241744526,-2.873268142105933,0.0,1.3173788648644598,0.5668141710745916,-2.192318090372859,0.0,0.597351241744526,0.3737380904906165,-3.24700623259655
839,0.03461269924719179,0.47106046997871237,-2.3516264828526117,0.0,1.228088453192114,0.6111020355445207,-1.8045777894894428,0.0,0.47106046997871237,0.3161754400541772,-2.6678019229067886
845,0.2227404400833577,0.3817737081083807,-2.036011660449209,0.0,1.1360184722047724,0.6666843485583805,-1.5799623806797953,0.0,0.3817737081083807,0.29148393391847793,-2.327495594367687
851,0.25486938139758086,0.31004628847874305,-1.9212621262122673,0.0,1.0841436396453308,0.7147240237003187,-1.5439982819480687,0.0,0.31004628847874305,0.25940923028691243,-2.1806713564991798
857,0.29815852423616773,0.2458375896320484,-1.8121566284809323,0.0,1.0297434499389497,0.7748347141994611,-1.5064196399022431,0.0,0.2458375896320484,0.23462635730159787,-2.04678298578253
863,0.366442410637003,0.18988826293989688,-1.6835160223157573,0.0,0.9834764846753135,0.8266443186118009,-1.4436783926501113,0.0,0.18988826293989688,0.2057644654638352,-1.8892804877795926
869,0.5506713533418819,0.15076091635086566,-1.4668582709330098,0.0,0.9585739096381769,0.8669030343007885,-1.2748055905970834,0.0,0.15076091635086566,0.18030649361333081,-1.6471647645463405
