entropy_if_BL,entropy_gen_BL,entropy_of_B
0.0,0.0,0.0
0.02761951969626475,0.016369012951609276,-0.06779852108533535
0.18393672758873092,0.013703033095849491,0.09034216341779766
0.3018413331306604,0.011902547039105902,0.21037679804880605
0.3993590835379489,0.010528761889967628,0.31018882848345797
0.4816563957886183,0.009450473153101232,0.39477552783707526
0.5325349944214063,0.008654098607477994,0.44765349587998426
0.5579183354365744,0.008058199696920669,0.47383049682891465
0.5811272886201257,0.007532902452848921,0.4978441712102437
0.6022268070442173,0.007070016593115906,0.5197449214393897
0.6215432998282825,0.006658706367079779,0.5398518799484104
0.6393093736197044,0.006290924840373871,0.5583936868458007
0.6545625631918466,0.005956394669213573,0.5744525850001301
0.6677098588581892,0.0056488482308102664,0.5883881275732338
0.6802184471264211,0.0053663042351742895,0.6016735870021478
0.6921632586030773,0.005105789076970102,0.61438323984174
0.7036265876390573,0.004864592164256244,0.6265992929996457
0.7146727825055635,0.00464050318016234,0.6383862152907541
0.7309202805355559,0.004456310855177008,0.6550068782066539
0.7513380697618256,0.004312951089914248,0.6756636706424275
0.7700307281243536,0.004186015918768479,0.6945528734902979
0.7873416193725101,0.004071919016628469,0.7120271745555139
0.8034820691244059,0.003968486060431097,0.7283026973845541
0.8186150385525882,0.0038740712161040836,0.7435461387346433
0.8319469279188866,0.0037868617359001107,0.7569760002968832
0.8436825691242533,0.0037052135015997953,0.7687880404577416
0.8548721126235928,0.0036284929385675974,0.7800417355248127
0.8655456863040945,0.0035563941743975524,0.7907672046076255
0.8757398469301783,0.0034885518375287854,0.8010015089746882
0.8854877871361373,0.00342464007214501,0.8107783009192503
0.8956770790325039,0.0033648622797731163,0.8209783556768742
0.9062523249164379,0.00330954300433127,0.8315534989487098
0.9163409120552859,0.0032583301830789576,0.8416261758698249
0.9259983102484767,0.0032107315305967055,0.8512535913449243
0.9352633245983802,0.0031664240103192643,0.8604754506996591
0.9441686979423114,0.003125144926869577,0.8693251996649592
0.9609759584755164,0.0029970062767936583,0.8875932922910232
0.9867028844140908,0.002794608766828428,0.9156598504971137
1.0130159501321097,0.0026142580703275935,0.9441991980422147
1.0399659745754777,0.002452786247868728,0.9732686451810204
1.0675127151992365,0.0023082886078199176,1.0028303854405622
1.095607352239147,0.0021791831479661223,1.0328372706686397
1.1237263911262556,0.0020618543595491046,1.0627942698573487
1.1518123720983373,0.0019548226170310185,1.0926650265172269
1.1802928618905673,0.0018590336283318084,1.1228420045964362
1.2091015584927232,0.0017736996281743028,1.153259937629261
1.2412121073076237,0.06303404766156037,1.247928900968682
1.2708999730042496,0.1484448205885539,1.3651218023667089
1.2343770460332446,0.20098971007008376,1.3764468328077701
1.1312837514590528,0.2503320099869782,1.3167996854273571
1.0240101270963824,0.2917190370746662,1.2457096764133826
0.9143586792788356,0.3239297031228542,1.1641468010952205
0.8042761643334789,0.35150188934160687,1.0774827472757318
0.6943909549464659,0.3798787148366813,0.9920650636749152
0.6634200363933493,0.408781180324225,0.9896213616841079
0.7057804136656242,0.43782656727238184,1.0622670942669261
0.7371138511683818,0.4673188057114966,1.1239761813152458
0.7613827016271137,0.4919068206823747,1.1735092188285061
0.78090623872658,0.5111070209493997,1.2126955507118908
0.7974713067085297,0.5301188463080272,1.2486271575326078
0.8130661961748161,0.5489142971349561,1.2833127913083386
0.8279468583350694,0.5674595147493084,1.3170002973131385
0.8408663062457442,0.5857212435097758,1.3483706062062284
0.8521317239202478,0.6014713664214719,1.3755149709967964
0.862275295627571,0.6146046031153272,1.3989034452565554
0.8717725990567771,0.6272524784332745,1.4211388908352627
0.8792875971343053,0.6393916768812198,1.4408578902594076
0.8850796199813676,0.6509986490283923,1.4582994549251431
0.8913334658650176,0.6656941022238975,1.479711604693575
0.896390567137331,0.6714852222154213,1.4899895432297952
0.9014938362402556,0.6662220986204277,1.490374221985066
0.9085462588789897,0.6647630576383532,1.4961043926254023
0.9020897473883842,0.6626228064972239,1.4873625466304883
0.8833977687980071,0.6598512161892794,1.4656438958302416
0.8673409001549055,0.6564326504639179,1.4460206969053941
0.8533110167063062,0.6457108310223955,1.4215122836341179
0.8417467634348103,0.6282804124114638,1.392601080298539
0.8328895067315792,0.6102977599014305,1.3659374332969416
0.8262538554306564,0.5918150721767284,1.3410684912972186
0.821551036454858,0.5728901517272308,1.3177504600699046
0.8185545774489071,0.5535828483643205,1.295806890970192
0.816719419470819,0.5320796843468221,1.2726103155031465
0.8162192644406884,0.5079125768126491,1.2484060709653764
0.817506675426909,0.48356964044582174,1.225860708957162
0.8203632727554814,0.4591209532289501,1.2048463318331073
0.8246076672156373,0.43464032131592095,1.185248503353115
0.8285523909168718,0.400283024036678,1.1544803432651343
0.8348305751207086,0.36776404149177794,1.1294375927653388
0.8452626098769696,0.35957624199403965,1.1333697078913545
0.8534058905196116,0.3530114072195863,1.1345707198020958
0.8621619535056466,0.3344390271371987,1.1250379888217426
0.8741856474020384,0.31572055328213944,1.1184953596056433
0.8856830200738197,0.2968536999322192,1.1112636943271066
0.8971458315976075,0.272768421001044,1.0992911249738917
0.9091685324517195,0.2447952862080924,1.0835451123957596
0.9217893507298675,0.21745369714157678,1.0690675145598891
0.9350906953656892,0.19072032518097912,1.0558750084333417
0.9488112266399288,0.16449578717393662,1.0436261547465344
0.9623435435221083,0.1387927605405396,1.0317026656342398
0.9762071061199009,0.11564813511769459,1.0230979404303944
0.9901401415760149,0.09624198268985877,1.0179862210723316
1.0032052556615902,0.07738552290196635,1.0124644916062502
1.0137503490951987,0.05358821891754462,0.9987278375422661
1.024007947973029,0.029025118277630737,0.9854214746963157
1.034981867929861,0.002074291143849762,0.9785899186302132
1.0461571183501874,0.0020233021593678616,0.9807498167301085
1.0574831282388382,0.00198292225316188,0.9922587880468567
1.0670757726729692,0.001951781645252334,1.0019582535601412
1.0743092467050919,0.0019239680431299014,1.0092892860258533
1.0795587007299308,0.0018975273904478665,1.014647436210771
1.0842994719616978,0.0018740463437604091,1.0194740052475608
1.0886118866031187,0.0018531217963964558,1.02385188942173
1.0925737367783204,0.0018343559635660904,1.0278618446416088
1.0962452604098456,0.0018174469619869388,1.03156627960538
1.0994359849609867,0.0018044242304996853,1.0347418639188015
1.1022455032856802,0.0017949392675662115,1.0374777550591396
1.1049724520826016,0.0017864775391581986,1.0401220793889612
1.1076310789189663,0.0017790026719283847,1.0426892218720785
1.1102375947208496,0.0017724632770061614,1.0451957427383618
1.1128063690347048,0.0017668176877481028,1.0476562739082984
1.115502493637617,0.0017597382692491473,1.0502708270575631
1.1182821736907371,0.0017512940849874004,1.0530096778924065
1.1209836482766529,0.0017437968620162274,1.0556616296683043
1.1236248971517955,0.0017371633548702305,1.058245354402801
1.1262190256383966,0.0017313423743708705,1.060774342913597
1.1287771364300772,0.001726295247455237,1.0632599818580255
1.1304756838825027,0.0017116263473513195,1.065077589290095
1.1314243692477899,0.0016871231022424092,1.0663183818161308
1.1325025828154862,0.001662979369014905,1.0676872044737533
1.1336879960685151,0.0016393449442220517,1.0691603041755156
1.1349674596312334,0.0016162893107687214,1.070723762078086
1.1363301003657964,0.001593858851216777,1.072366143947893
1.1381215501466737,0.0015722190967777838,1.074426700958539
1.140282672600418,0.001551545272524045,1.0768534859822827
1.1424279981007837,0.0015318022223344036,1.0792566975175726
1.144564400944431,0.0015129018224904172,1.081643871463348
1.1466937054705053,0.001494793628588254,1.0840171667307905
1.1488167992839873,0.0014774361280563467,1.0863777290294683
1.1505906746591397,0.001461917006069794,1.0883631755160579
1.1520654923717415,0.001448034581910959,1.0900176331551807
1.1536089925017459,0.0014345448009785524,1.0917372063058302
1.1552066633909512,0.0014215126000545373,1.0935066686039938
1.1568502142543104,0.0014089628270413062,1.0953173880042795
1.1585328839396325,0.001396909804574751,1.0971623749784478
1.161541310303083,0.0013850339291800826,1.1003197228140489
1.1656570270023086,0.001373885653057696,1.1046055494000036
1.1694991198208022,0.0013641082054367767,1.108602748129023
1.1731331242085092,0.0013553860449963076,1.112380358119638
1.1765955807037656,0.0013475547134542602,1.1159766320932702
1.1799141938211621,0.0013404927252818949,1.119420565554866
1.1833717068687108,0.001334207990089232,1.1229947343328859
1.1869664842647623,0.0013287472951827412,1.1266972855880526
1.190440243698464,0.001324040689035507,1.1302702390046635
1.1938155629753806,0.0013199951063517974,1.1337372264813061
1.1971084539248311,0.0013165526765498076,1.1371148853083186
1.2003321964420934,0.001313668853315345,1.1404169859857405
1.203231964741476,0.0013112142517765293,1.1433895371978267
1.2058301751524523,0.0013090436816853128,1.1460575185235602
1.2084093938313418,0.001307149087126068,1.148703323505273
1.2109680597201038,0.0013055616259041967,1.1513250009093954
1.2135078696596422,0.001304290679579747,1.1539241386417822
1.2160311055497077,0.0013033421614093586,1.1565029464414323
1.2163498624864848,0.001301931170147394,1.1568774587250954
1.2145619306896729,0.0012990805480598117,1.1551668376136202
1.2129419442496014,0.001294894661752543,1.1536388214507467
1.2114454419870415,0.0012897776917018791,1.1522446451778117
1.2100514807579177,0.0012839335286063817,1.1509611400824287
1.2087441097368665,0.0012775168423409086,1.1497706983757974
1.2067599204484711,0.0012724068764942223,1.1478653602744133
1.2041192788311152,0.0012683325730433732,1.1452759677004833
1.2015994251445374,0.0012633500216847567,1.1428175378761218
1.1991783818264619,0.0012576636212704101,1.140465930528179
1.1968442373790655,0.001251396090240724,1.1382079081660303
1.1945875399989898,0.0012446452253325711,1.136032981273772
1.1931992924546795,0.0012357538029686519,1.1347739326508202
1.192631552480637,0.0012251653002627024,1.1343720017296206
1.192042846612709,0.0012149167992157109,1.1339457027606101
1.1914496854752021,0.0012048945937590877,1.1335127662906737
1.1908579291667976,0.0011950552511081946,1.1330795321958633
1.1902715396638512,0.0011853690995476884,1.1326502808615273
1.1963889498136653,0.001163101180940139,1.1392788138383787
1.2089898019772303,0.0011316931770035015,1.1525931771858953
1.2210677576158586,0.0011060602084683778,1.1653141238730225
